bizesNm,indsLclsNm,indsMclsNm,adongNm,sigunguNm,sigunguDetailNm,rdnAdr
다나약국,소매,의약·화장품 소매,화순읍,전라남도,화순군,전라남도 화순군 화순읍 중앙로 19
국민양푼이동태탕,음식,한식,강진읍,전라남도,강진군,전라남도 강진군 강진읍 남문길 6-1
아이비체육사,소매,섬유·의복·신발 소매,쌍봉동,전라남도,여수시,전라남도 여수시 흥국로 54
오림수퍼,소매,종합 소매,광림동,전라남도,여수시,전라남도 여수시 내동길 13
카페빈,음식,비알코올 ,중마동,전라남도,광양시,전라남도 광양시 눈소2길 71-14
프린세스유흥주점,음식,주점,신흥동,전라남도,목포시,전라남도 목포시 원형동로 10
윤아트리에,수리·개인,이용·미용,부주동,전라남도,목포시,전라남도 목포시 남악1로52번길 2
아다미용실,수리·개인,이용·미용,별량면,전라남도,순천시,전라남도 순천시 별량면 별량길 103
서울전자,수리·개인,가전제품 수리,시전동,전라남도,여수시,전라남도 여수시 신기남3길 22-13
나주제일약국,소매,의약·화장품 소매,성북동,전라남도,나주시,전라남도 나주시 나주로 210
미소조명,소매,기타 생활용품 소매,함평읍,전라남도,함평군,전라남도 함평군 함평읍 영수길 209
청해여인숙,숙박,일반 숙박,완도읍,전라남도,완도군,전라남도 완도군 완도읍 개포로114번길 34-6
우리서점,소매,오락용품 소매,강진읍,전라남도,강진군,전라남도 강진군 강진읍 중앙로 116-2
속플러스내과의원,보건의료,의원,화순읍,전라남도,화순군,전라남도 화순군 화순읍 훈리길 22-5
더꼬치다,음식,한식,광양읍,전라남도,광양시,전라남도 광양시 광양읍 용강로 10
디트레인,음식,기타 간이,오곡면,전라남도,곡성군,전라남도 곡성군 오곡면 기차마을로 260
베이커리후,음식,기타 간이,여천동,전라남도,여수시,전라남도 여수시 성산1길 33
대일떡방앗간,음식,기타 간이,금산면,전라남도,고흥군,전라남도 고흥군 금산면 거금중앙길 152
토담골,음식,한식,산이면,전라남도,해남군,전라남도 해남군 산이면 관광레저로 1651
레어비어,음식,주점,청계면,전라남도,무안군,전라남도 무안군 청계면 승달산길 35
공인중개사이영기사무소,부동산,부동산 서비스,고금면,전라남도,완도군,전라남도 완도군 고금면 고금로 635
수궁한정식,음식,한식,삼호읍,전라남도,영암군,전라남도 영암군 삼호읍 용당로 80-1
법인화랑,소매,식료품 소매,함평읍,전라남도,함평군,전라남도 함평군 함평읍 시장길 96
크린토피아순천가곡양우점,수리·개인,세탁,삼산동,전라남도,순천시,전라남도 순천시 원가곡길 156
리빙오브제,소매,장식품 소매,시전동,전라남도,여수시,전라남도 여수시 신기남3길 26
송하가든,음식,한식,서면,전라남도,순천시,전라남도 순천시 서면 청소길 419
우리동네회포차,음식,주점,용당1동,전라남도,목포시,전라남도 목포시 동부로 10
곰천계곡펜션민박,숙박,일반 숙박,다압면,전라남도,광양시,전라남도 광양시 다압면 대청길 181-12
블룸:인,소매,섬유·의복·신발 소매,왕조2동,전라남도,순천시,전라남도 순천시 장선배기길 118
비에이치씨해남점,음식,기타 간이,해남읍,전라남도,해남군,전라남도 해남군 해남읍 군청길 32
이왕이면오리,음식,한식,해남읍,전라남도,해남군,전라남도 해남군 해남읍 중앙1로 299
쁘띠칼라,수리·개인,이용·미용,삼향읍,전라남도,무안군,전라남도 무안군 삼향읍 남악5로22번길 19
벽창호창갤러리,소매,섬유·의복·신발 소매,부주동,전라남도,목포시,전라남도 목포시 남악로 109
청산도게스트하우스,숙박,일반 숙박,청산면,전라남도,완도군,전라남도 완도군 청산면 지리2길 48-39
풍금,음식,주점,도양읍,전라남도,고흥군,전라남도 고흥군 도양읍 녹동남촌2길 32
쩡이네,소매,섬유·의복·신발 소매,용산면,전라남도,장흥군,전라남도 장흥군 용산면 상발길 7-2
불타는꼼장어,음식,한식,덕연동,전라남도,순천시,전라남도 순천시 대석3길 16-14
윤플러스,소매,가전·통신 소매,담양읍,전라남도,담양군,전라남도 담양군 담양읍 중앙로 32-1
크라운호프여수장성,음식,주점,쌍봉동,전라남도,여수시,전라남도 여수시 장성1길 10
업소명없음,부동산,부동산 서비스,국동,전라남도,여수시,전라남도 여수시 신월로 725
뷰티인발란스,수리·개인,이용·미용,하당동,전라남도,목포시,전라남도 목포시 하당로 233-1
중앙주유소,소매,연료 소매,동명동,전라남도,목포시,전라남도 목포시 산정로 48
머리대통령,수리·개인,이용·미용,쌍봉동,전라남도,여수시,전라남도 여수시 안산1길 186-25
부건에스앤에스,소매,연료 소매,창평면,전라남도,담양군,전라남도 담양군 창평면 화양길 31
클린케어운동화구두빨래방,수리·개인,세탁,완도읍,전라남도,완도군,전라남도 완도군 완도읍 개포로62번길 17-7
해태노래홀,음식,주점,용당2동,전라남도,목포시,전라남도 목포시 영산로258번길 4
태양문구사,소매,오락용품 소매,완도읍,전라남도,완도군,전라남도 완도군 완도읍 중앙42번길 4
꽃게천국,음식,한식,완도읍,전라남도,완도군,전라남도 완도군 완도읍 해변공원로 63
종합가구할인마트,소매,가구 소매,해남읍,전라남도,해남군,전라남도 해남군 해남읍 남부순환로 76
해남약국,소매,의약·화장품 소매,해남읍,전라남도,해남군,전라남도 해남군 해남읍 남부순환로 152
정남진동산유통,소매,종합 소매,장흥읍,전라남도,장흥군,전라남도 장흥군 장흥읍 중앙로 53
국제신발,소매,섬유·의복·신발 소매,장흥읍,전라남도,장흥군,전라남도 장흥군 장흥읍 장흥로 18-2
전남장흥지역자활센터다온,음식,구내식당·뷔페,장흥읍,전라남도,장흥군,전라남도 장흥군 장흥읍 흥성로 17
부엔디아VR,과학·기술,사진 촬영,영광읍,전라남도,영광군,전라남도 영광군 영광읍 옥당로 5-6
산제주유소,소매,연료 소매,산포면,전라남도,나주시,전라남도 나주시 산포면 세남로 1374
광신공인중개사사무소,부동산,부동산 서비스,남평읍,전라남도,나주시,전라남도 나주시 남평읍 남평1로 39
한박사카센타,수리·개인,자동차 수리·세차,이창동,전라남도,나주시,전라남도 나주시 나주서부로 87
나주우리안과,보건의료,의원,성북동,전라남도,나주시,전라남도 나주시 나주로 206
체이스컬트,소매,섬유·의복·신발 소매,성북동,전라남도,나주시,전라남도 나주시 나주로 166
신일오토바이,수리·개인,모터사이클 수리,이창동,전라남도,나주시,전라남도 나주시 이창1길 33
한일일반음식점,음식,한식,남평읍,전라남도,나주시,전라남도 나주시 남평읍 남평1로 15
프리헤어변신,수리·개인,이용·미용,성북동,전라남도,나주시,전라남도 나주시 나주로 164-1
뮤직스타,음식,주점,해남읍,전라남도,해남군,전라남도 해남군 해남읍 홍교로 34
올포유,소매,섬유·의복·신발 소매,강진읍,전라남도,강진군,전라남도 강진군 강진읍 중앙로 102-1
지앤에스정보주,과학·기술,기술 서비스,화순읍,전라남도,화순군,전라남도 화순군 화순읍 충의로 127
우리디자인연구소,과학·기술,기술 서비스,담양읍,전라남도,담양군,전라남도 담양군 담양읍 지침6길 78-8
거금도식당,음식,한식,금산면,전라남도,고흥군,전라남도 고흥군 금산면 거금일주로 2084
송암연방죽촌닭,음식,한식,동강면,전라남도,나주시,전라남도 나주시 동강면 백련산로 554
미래직업능력개발원영암지원,교육,기타 교육,삼호읍,전라남도,영암군,전라남도 영암군 삼호읍 소등공원2길 27
황금성,음식,중식,화순읍,전라남도,화순군,전라남도 화순군 화순읍 학포로 2746
그랑블루,숙박,일반 숙박,돌산읍,전라남도,여수시,전라남도 여수시 돌산읍 무술목길 38
노스페이스화이트라벨,소매,오락용품 소매,하당동,전라남도,목포시,전라남도 목포시 옥암로 95
남도수입,소매,기타 생활용품 소매,목원동,전라남도,목포시,전라남도 목포시 수문로 38
영빈슈퍼,소매,섬유·의복·신발 소매,목원동,전라남도,목포시,전라남도 목포시 수문로 42-7
기비코스메틱,소매,의약·화장품 소매,신흥동,전라남도,목포시,전라남도 목포시 비파로51번길 31-1
강디자인,과학·기술,인쇄·제품제작,해남읍,전라남도,해남군,전라남도 해남군 해남읍 명량로 3012
저팔계,음식,한식,장흥읍,전라남도,장흥군,전라남도 장흥군 장흥읍 동교1길 20
임팩트커피,과학·기술,본사·경영 컨설팅,부주동,전라남도,목포시,전라남도 목포시 남악1로52번나길 45-3
한마음공동체다움생식,소매,식료품 소매,신흥동,전라남도,목포시,전라남도 목포시 하당로68번길 20
고려삼계탕,음식,한식,목원동,전라남도,목포시,전라남도 목포시 번화로79번길 3
성산매점찐빵,소매,종합 소매,도포면,전라남도,영암군,전라남도 영암군 도포면 예향로 2139
블루클럽,수리·개인,이용·미용,중마동,전라남도,광양시,전라남도 광양시 오류1길 2
별미식당,음식,한식,광양읍,전라남도,광양시,전라남도 광양시 광양읍 호북길 4-8
동해주,시설관리·임대,산업용품 대여,서면,전라남도,순천시,전라남도 순천시 서면 동산길 28
브루웍스,음식,주점,여서동,전라남도,여수시,전라남도 여수시 여문문화1길 14
길동무,수리·개인,자동차 수리·세차,장성읍,전라남도,장성군,전라남도 장성군 장성읍 영천로 156
아르페지오,소매,섬유·의복·신발 소매,삼향읍,전라남도,무안군,전라남도 무안군 삼향읍 남악4로34번길 6
뷰티라인,수리·개인,이용·미용,조곡동,전라남도,순천시,전라남도 순천시 둑실5길 3
청호카부분정비공업사,수리·개인,자동차 수리·세차,옥암동,전라남도,목포시,전라남도 목포시 삼향천로91번길 18
미래여성인력사무소,시설관리·임대,고용 알선,왕조1동,전라남도,순천시,전라남도 순천시 유동길 16
화순대가건강원,소매,식료품 소매,화순읍,전라남도,화순군,전라남도 화순군 화순읍 칠충로 61-6
캘리포니아모텔,숙박,일반 숙박,풍덕동,전라남도,순천시,전라남도 순천시 장평2길 9
에이스볼링장,예술·스포츠,스포츠 서비스,백아면,전라남도,화순군,전라남도 화순군 백아면 옥리길 14-7
완도항구,음식,한식,완도읍,전라남도,완도군,전라남도 완도군 완도읍 해변공원로124번길 19-1
이브자리호남점,소매,섬유·의복·신발 소매,목원동,전라남도,목포시,전라남도 목포시 영산로 112-1
햇빛약국,소매,의약·화장품 소매,죽교동,전라남도,목포시,전라남도 목포시 북항로 52
고두섬횟집,음식,한식,백수읍,전라남도,영광군,전라남도 영광군 백수읍 해안로 633
골드뱅크세공,소매,시계·귀금속 소매,삼호읍,전라남도,영암군,전라남도 영암군 삼호읍 대불주거1로6길 26
명사십리바다팬션,숙박,일반 숙박,신지면,전라남도,완도군,전라남도 완도군 신지면 울몰길 94-14
동신상회,소매,섬유·의복·신발 소매,남제동,전라남도,순천시,전라남도 순천시 남산로 46
앳등사이로425cafe,음식,비알코올 ,삼일동,전라남도,여수시,전라남도 여수시 신덕2길 42-5
다미횟집,음식,한식,북항동,전라남도,목포시,전라남도 목포시 청호로219번길 51
