bizesNm,indsLclsNm,indsMclsNm,adongNm,sigunguNm,sigunguDetailNm,rdnAdr
독도노래연습장,예술·스포츠,유원지·오락,대교동,전라남도,여수시,전라남도 여수시 봉산남2길 13
이니스프리,소매,의약·화장품 소매,중마동,전라남도,광양시,전라남도 광양시 공영로 72
올포유,소매,섬유·의복·신발 소매,광양읍,전라남도,광양시,전라남도 광양시 광양읍 매천로 838
만남의광장,소매,종합 소매,성전면,전라남도,강진군,전라남도 강진군 성전면 백운로 148-9
진양조기수산,소매,식료품 소매,연동,전라남도,목포시,전라남도 목포시 자유로9번길 5
한국떡방앗간,음식,기타 간이,영광읍,전라남도,영광군,전라남도 영광군 영광읍 신남로 156
정의상실,수리·개인,기타 가정용품 수리,영광읍,전라남도,영광군,전라남도 영광군 영광읍 현암길 54
양지카센타,수리·개인,자동차 수리·세차,영광읍,전라남도,영광군,전라남도 영광군 영광읍 천년로12길 4
우리인테리어,과학·기술,전문 디자인,금남동,전라남도,나주시,전라남도 나주시 남내3길 7-4
현대주유소,소매,연료 소매,매곡동,전라남도,순천시,전라남도 순천시 중앙로 172
천지농어장,음식,한식,복내면,전라남도,보성군,전라남도 보성군 복내면 죽동길 89-187
양지수육국밥,음식,한식,왕조2동,전라남도,순천시,전라남도 순천시 조례못등1길 4-13
여시가요주점,음식,주점,신흥동,전라남도,목포시,전라남도 목포시 원형로 37
토리뷰티,수리·개인,이용·미용,중마동,전라남도,광양시,전라남도 광양시 오류5길 49
걸스,소매,섬유·의복·신발 소매,화순읍,전라남도,화순군,전라남도 화순군 화순읍 광덕로 169
육지와바다,음식,한식,벌교읍,전라남도,보성군,전라남도 보성군 벌교읍 태백산맥길 7
대성가스,소매,가전·통신 소매,진상면,전라남도,광양시,전라남도 광양시 진상면 신시길 192
코오롱엘로드,소매,섬유·의복·신발 소매,왕조1동,전라남도,순천시,전라남도 순천시 비봉2길 22
21세기할인마트,소매,종합 소매,여천동,전라남도,여수시,전라남도 여수시 무선2길 28
똑심이식당,음식,한식,쌍봉동,전라남도,여수시,전라남도 여수시 시청동3길 12-8
썬그루이앤지,과학·기술,본사·경영 컨설팅,공산면,전라남도,나주시,전라남도 나주시 공산면 덕음로 403-5
현대우리조경주,시설관리·임대,조경·유지,삼호읍,전라남도,영암군,전라남도 영암군 삼호읍 신항로 63-12
중앙씨아이씨,과학·기술,기술 서비스,해제면,전라남도,무안군,전라남도 무안군 해제면 백동길 180
와이마트산정,소매,종합 소매,원산동,전라남도,목포시,전라남도 목포시 연산로 175
골든게이트여수,과학·기술,본사·경영 컨설팅,주삼동,전라남도,여수시,전라남도 여수시 삼동로 79
놀부네,음식,한식,영광읍,전라남도,영광군,전라남도 영광군 영광읍 천년로11길 26-1
즐거운짬뽕,음식,중식,풍덕동,전라남도,순천시,전라남도 순천시 장평로 40
인터로드당구장,예술·스포츠,스포츠 서비스,미평동,전라남도,여수시,전라남도 여수시 만성로 68-1
기아오토큐,수리·개인,자동차 수리·세차,여천동,전라남도,여수시,전라남도 여수시 반월길 13-3
쪽빛바다,소매,섬유·의복·신발 소매,돌산읍,전라남도,여수시,전라남도 여수시 돌산읍 향일암로 74
리더스산업개발,시설관리·임대,기타 사업 서비스,여천동,전라남도,여수시,전라남도 여수시 성산로 96
파라다이스,숙박,일반 숙박,삼호읍,전라남도,영암군,전라남도 영암군 삼호읍 녹색로 980-26
별량추어탕,음식,한식,별량면,전라남도,순천시,전라남도 순천시 별량면 별량장길 16
덕승개발주,시설관리·임대,산업용품 대여,금남동,전라남도,나주시,전라남도 나주시 남고문로 129
힐링,소매,식료품 소매,해보면,전라남도,함평군,전라남도 함평군 해보면 밀재로 1147-34
에스앤케이렌트카유,시설관리·임대,운송장비 대여,빛가람동,전라남도,나주시,전라남도 나주시 혁신로 306
함평농협주유소,소매,연료 소매,함평읍,전라남도,함평군,전라남도 함평군 함평읍 함영로 1348
메종802,소매,가구 소매,왕조1동,전라남도,순천시,전라남도 순천시 왕지5길 50
하이탑학원,교육,일반 교육,진도읍,전라남도,진도군,전라남도 진도군 진도읍 성내길 7-1
월간꽃;차,소매,식물 소매,저전동,전라남도,순천시,전라남도 순천시 중앙로 81-1
현대카모터스,수리·개인,자동차 수리·세차,시전동,전라남도,여수시,전라남도 여수시 쌍봉로 142
마리나부페,음식,구내식당·뷔페,쌍봉동,전라남도,여수시,전라남도 여수시 선소로 25
후르츠볼,음식,비알코올 ,목원동,전라남도,목포시,전라남도 목포시 호남로64번길 29-2
박미경헤어샵,수리·개인,이용·미용,북항동,전라남도,목포시,전라남도 목포시 원산로51번길 17
케익하우스,음식,기타 간이,상동,전라남도,목포시,전라남도 목포시 영산로 575
골목김밥,음식,기타 간이,신흥동,전라남도,목포시,전라남도 목포시 비파로 29-1
안경명가렌즈미,소매,안경·정밀기기 소매,신흥동,전라남도,목포시,전라남도 목포시 비파로 54
전남MP,시설관리·임대,고용 알선,신북면,전라남도,영암군,전라남도 영암군 신북면 예향로 2538
초린마트,소매,종합 소매,영광읍,전라남도,영광군,전라남도 영광군 영광읍 현암길 59-1
월궁상회,소매,종합 소매,칠량면,전라남도,강진군,전라남도 강진군 칠량면 칠량로 161
백승현국어교습소,교육,일반 교육,광양읍,전라남도,광양시,전라남도 광양시 광양읍 용강3길 15
만물상회,소매,종합 소매,대덕면,전라남도,담양군,전라남도 담양군 대덕면 용산로 996
가마치통닭,음식,기타 간이,영광읍,전라남도,영광군,전라남도 영광군 영광읍 옥당로 176
가르마헤어샵,수리·개인,이용·미용,동문동,전라남도,여수시,전라남도 여수시 동문로 79-2
오아시스,수리·개인,이용·미용,미평동,전라남도,여수시,전라남도 여수시 미평로 25
반월산장,음식,한식,봉강면,전라남도,광양시,전라남도 광양시 봉강면 하조길 89
백미양꼬치,음식,중식,광양읍,전라남도,광양시,전라남도 광양시 광양읍 대림오성로 120
선녀미용실,수리·개인,이용·미용,율촌면,전라남도,여수시,전라남도 여수시 율촌면 동산개길 11-15
화원미용실,수리·개인,이용·미용,중앙동,전라남도,여수시,전라남도 여수시 여객선터미널길 14-7
토지,음식,한식,월호동,전라남도,여수시,전라남도 여수시 신월로 493
대한타이어부분정비공업사,수리·개인,자동차 수리·세차,삼일동,전라남도,여수시,전라남도 여수시 여수산단로 274-16
사랑침구,소매,섬유·의복·신발 소매,서강동,전라남도,여수시,전라남도 여수시 서교연등천길 15-9
업소명없음,소매,연료 소매,여서동,전라남도,여수시,전라남도 여수시 한재로 17
굿모닝약국,소매,의약·화장품 소매,서강동,전라남도,여수시,전라남도 여수시 신월로 807
진월부동산중개인사무소,부동산,부동산 서비스,진월면,전라남도,광양시,전라남도 광양시 진월면 망덕길 295
뚜레쥬르전남광양,음식,기타 간이,광양읍,전라남도,광양시,전라남도 광양시 광양읍 매천로 851
코사마트정훈점,소매,종합 소매,용당2동,전라남도,목포시,전라남도 목포시 영산로 250
수덕상회,소매,섬유·의복·신발 소매,영광읍,전라남도,영광군,전라남도 영광군 영광읍 신남로 212-1
청호클리닝하우스,수리·개인,세탁,화순읍,전라남도,화순군,전라남도 화순군 화순읍 알메로 84
애니카랜드무안점.서라부분정비공업사,수리·개인,자동차 수리·세차,무안읍,전라남도,무안군,전라남도 무안군 무안읍 무안로 438
그랜드마트,소매,종합 소매,상동,전라남도,목포시,전라남도 목포시 상리로1번길 20
기아오토큐,수리·개인,자동차 수리·세차,산정동,전라남도,목포시,전라남도 목포시 연산로 81
해강건어물,소매,식료품 소매,화순읍,전라남도,화순군,전라남도 화순군 화순읍 시장길 42
유진축산,소매,식료품 소매,장흥읍,전라남도,장흥군,전라남도 장흥군 장흥읍 토요시장2길 13-1
엔에스인포,수리·개인,가전제품 수리,광양읍,전라남도,광양시,전라남도 광양시 광양읍 읍성2길 17
제씨키친,음식,서양식,여천동,전라남도,여수시,전라남도 여수시 성산6길 53-1
우리국악사,소매,기타 생활용품 소매,광양읍,전라남도,광양시,전라남도 광양시 광양읍 사곡로 149
조성우렁집,음식,한식,조성면,전라남도,보성군,전라남도 보성군 조성면 조성4길 10-1
동명이발관,수리·개인,이용·미용,벌교읍,전라남도,보성군,전라남도 보성군 벌교읍 장터길 3
동진운수,소매,식료품 소매,주삼동,전라남도,여수시,전라남도 여수시 좌수영로 813
아지트,음식,한식,여천동,전라남도,여수시,전라남도 여수시 성산1길 5
명품나루터,음식,한식,돌산읍,전라남도,여수시,전라남도 여수시 돌산읍 진두공원길 21
순천만황토한옥샘터,숙박,일반 숙박,도사동,전라남도,순천시,전라남도 순천시 대대1길 9-15
소리엘리페어,수리·개인,기타 가정용품 수리,용당2동,전라남도,목포시,전라남도 목포시 용당로 138
별미국밥,음식,한식,부흥동,전라남도,목포시,전라남도 목포시 부흥로 83
신갯마을,음식,한식,부흥동,전라남도,목포시,전라남도 목포시 통일대로75번길 5
세운장,숙박,일반 숙박,용당2동,전라남도,목포시,전라남도 목포시 용당로196번길 13-1
김완당한약방,소매,식료품 소매,목원동,전라남도,목포시,전라남도 목포시 영산로121번길 46
석현점현대자동차,수리·개인,자동차 수리·세차,상동,전라남도,목포시,전라남도 목포시 영산로 721
알뜰공인중개사사무소,부동산,부동산 서비스,삼향읍,전라남도,무안군,전라남도 무안군 삼향읍 남악2로74번길 14
큰기와집,숙박,일반 숙박,조성면,전라남도,보성군,전라남도 보성군 조성면 대전길 83
명진기업,소매,기타 생활용품 소매,노안면,전라남도,나주시,전라남도 나주시 노안면 노안로 402
비바무인텔,숙박,일반 숙박,별량면,전라남도,순천시,전라남도 순천시 별량면 녹색로 609-7
효정이네감자탕,음식,한식,해룡면,전라남도,순천시,전라남도 순천시 해룡면 조례못등3길 3
고창통,음식,기타 간이,영광읍,전라남도,영광군,전라남도 영광군 영광읍 신남로 235-1
세르빈,소매,섬유·의복·신발 소매,서강동,전라남도,여수시,전라남도 여수시 좌수영로 8-1
섬진강상회,소매,종합 소매,다압면,전라남도,광양시,전라남도 광양시 다압면 섬진강매화로 1247
서울레포츠,소매,오락용품 소매,구례읍,전라남도,구례군,전라남도 구례군 구례읍 중앙로 13
한양각,음식,중식,광영동,전라남도,광양시,전라남도 광양시 광포로 61
아름다운민박,숙박,일반 숙박,도화면,전라남도,고흥군,전라남도 고흥군 도화면 천마로 3152
아델라,숙박,일반 숙박,화양면,전라남도,여수시,전라남도 여수시 화양면 장수로 325
어썸마켓,소매,종합 소매,덕연동,전라남도,순천시,전라남도 순천시 덕암길 86
오케이식당,음식,한식,강진읍,전라남도,강진군,전라남도 강진군 강진읍 영랑로1길 23-1
엠비엠,소매,오락용품 소매,강진읍,전라남도,강진군,전라남도 강진군 강진읍 중앙로 105-1
태양부속,소매,자동차 부품 소매,장흥읍,전라남도,장흥군,전라남도 장흥군 장흥읍 장강로 106
사송정미소;사송떡방앗간,음식,기타 간이,군동면,전라남도,강진군,전라남도 강진군 군동면 진흥로 579
나무한그루,소매,장식품 소매,광양읍,전라남도,광양시,전라남도 광양시 광양읍 서평1길 18
제일전기조명,소매,기타 생활용품 소매,광양읍,전라남도,광양시,전라남도 광양시 광양읍 희양현로 48
성안건강원,소매,식료품 소매,여천동,전라남도,여수시,전라남도 여수시 시청로 82
레츠스터디학원,교육,일반 교육,덕연동,전라남도,순천시,전라남도 순천시 도장길 43
대신유통,소매,가전·통신 소매,산정동,전라남도,목포시,전라남도 목포시 양을로 59
약손마사지,수리·개인,욕탕·신체관리,여서동,전라남도,여수시,전라남도 여수시 여문문화길 17
해드리움,소매,섬유·의복·신발 소매,담양읍,전라남도,담양군,전라남도 담양군 담양읍 객사4길 6
해녀식당,음식,한식,청산면,전라남도,완도군,전라남도 완도군 청산면 도청3길 11
오브자기,예술·스포츠,유원지·오락,쌍봉동,전라남도,여수시,전라남도 여수시 학동북3길 10
유자유통,소매,음료 소매,고흥읍,전라남도,고흥군,전라남도 고흥군 고흥읍 고흥로 1817-1
용산컴퓨터,수리·개인,컴퓨터 수리,광양읍,전라남도,광양시,전라남도 광양시 광양읍 인덕로 999
거북이회포차,음식,한식,신흥동,전라남도,목포시,전라남도 목포시 비파로 67
배스킨라빈스목포하당,음식,기타 간이,신흥동,전라남도,목포시,전라남도 목포시 비파로43번길 31-1
무안유통,소매,식료품 소매,동명동,전라남도,목포시,전라남도 목포시 해안로267번길 7-2
목포프로낚시,소매,오락용품 소매,상동,전라남도,목포시,전라남도 목포시 영산로 727
문필봉,음식,한식,군서면,전라남도,영암군,전라남도 영암군 군서면 군서공단로 20
광양농협봉강지점하나로마트,소매,종합 소매,봉강면,전라남도,광양시,전라남도 광양시 봉강면 조양길 36
현대자동차순천하이테크센터,수리·개인,자동차 수리·세차,왕조1동,전라남도,순천시,전라남도 순천시 순광로 197
상명광양지사주,시설관리·임대,산업용품 대여,태인동,전라남도,광양시,전라남도 광양시 태인3길 80
진화팥죽,음식,한식,풍덕동,전라남도,순천시,전라남도 순천시 장평로 60
헤어두,수리·개인,이용·미용,시전동,전라남도,여수시,전라남도 여수시 웅천로 261
뚜레쥬르미평점,음식,기타 간이,미평동,전라남도,여수시,전라남도 여수시 대학로 15
희나미용실,수리·개인,이용·미용,서강동,전라남도,여수시,전라남도 여수시 버드나무길 5-2
국립장성숲체원,예술·스포츠,유원지·오락,북이면,전라남도,장성군,전라남도 장성군 북이면 방장로 353
제이미모텔,숙박,일반 숙박,충무동,전라남도,여수시,전라남도 여수시 충무로 51-1
한성버드,음식,한식,원산동,전라남도,목포시,전라남도 목포시 원산로69번길 14
장터네,음식,한식,삼학동,전라남도,목포시,전라남도 목포시 자유로 122
진도상회,소매,기타 상품 소매,유달동,전라남도,목포시,전라남도 목포시 해안로 132-1
쌍교공업사,수리·개인,자동차 수리·세차,고서면,전라남도,담양군,전라남도 담양군 고서면 죽향대로 358
금강주유소,소매,연료 소매,덕진면,전라남도,영암군,전라남도 영암군 덕진면 예향로 1860-12
영신공구,소매,철물·건설자재 소매,고흥읍,전라남도,고흥군,전라남도 고흥군 고흥읍 고흥로 1679
지베르니정원,음식,비알코올 ,장흥읍,전라남도,장흥군,전라남도 장흥군 장흥읍 흥성로 36
산골생고기,음식,한식,주삼동,전라남도,여수시,전라남도 여수시 봉계대곡길 41-8
토담엔지니어링,과학·기술,기술 서비스,시전동,전라남도,여수시,전라남도 여수시 신기북2길 9
우쿠야&올떡소호점,음식,주점,쌍봉동,전라남도,여수시,전라남도 여수시 소호로 405
우주기획,과학·기술,인쇄·제품제작,저전동,전라남도,순천시,전라남도 순천시 청사1길 22
만복국밥,음식,한식,서면,전라남도,순천시,전라남도 순천시 서면 강청길 53
신진미정,음식,한식,광영동,전라남도,광양시,전라남도 광양시 정수1길 12
산단밧데리,수리·개인,자동차 수리·세차,해룡면,전라남도,순천시,전라남도 순천시 해룡면 여순로 1166
차오름,음식,비알코올 ,벌교읍,전라남도,보성군,전라남도 보성군 벌교읍 시장1길 5-6
통나무식당,음식,한식,덕연동,전라남도,순천시,전라남도 순천시 백강로 36
청마루,음식,한식,보성읍,전라남도,보성군,전라남도 보성군 보성읍 중앙로 98-1
북문식당,음식,한식,보성읍,전라남도,보성군,전라남도 보성군 보성읍 송재로 182
솔바람소리,음식,비알코올 ,서면,전라남도,순천시,전라남도 순천시 서면 정혜사길 16
뉴월드관광유,시설관리·임대,여행사·보조,덕연동,전라남도,순천시,전라남도 순천시 연향로 21-1
신용건축인테리어,과학·기술,전문 디자인,저전동,전라남도,순천시,전라남도 순천시 면학길 64
야호유통,소매,가전·통신 소매,장천동,전라남도,순천시,전라남도 순천시 강남로 35
브릭레인,음식,비알코올 ,목원동,전라남도,목포시,전라남도 목포시 영산로75번길 27
크로바공인중개사사무소,부동산,부동산 서비스,신흥동,전라남도,목포시,전라남도 목포시 부흥로 32
유풍식육식당,음식,한식,삼향읍,전라남도,무안군,전라남도 무안군 삼향읍 남악3로 74
여수밧데리,소매,기타 생활용품 소매,둔덕동,전라남도,여수시,전라남도 여수시 좌수영로 463
영광중앙요양보호사교육원,교육,기타 교육,영광읍,전라남도,영광군,전라남도 영광군 영광읍 옥당로 115
여수OA랜드,소매,안경·정밀기기 소매,여천동,전라남도,여수시,전라남도 여수시 대통로 61
사거리상회,소매,종합 소매,돌산읍,전라남도,여수시,전라남도 여수시 돌산읍 계동해안길 37
여수재활용센타,소매,중고 상품 소매,광림동,전라남도,여수시,전라남도 여수시 좌수영로 195
세림한정식여수시청,음식,한식,쌍봉동,전라남도,여수시,전라남도 여수시 시청동2길 38
신세계푸드엘지화학본관동,음식,구내식당·뷔페,삼일동,전라남도,여수시,전라남도 여수시 산단중앙로 535
79대포순천,음식,주점,도사동,전라남도,순천시,전라남도 순천시 오천6길 16
모닝투어,시설관리·임대,여행사·보조,용당2동,전라남도,목포시,전라남도 목포시 용해로 67
폰타나비치관광호텔주,숙박,일반 숙박,신흥동,전라남도,목포시,전라남도 목포시 평화로 69
여우비,음식,주점,덕연동,전라남도,순천시,전라남도 순천시 상대석1길 2-31
금복식당,음식,한식,광양읍,전라남도,광양시,전라남도 광양시 광양읍 읍내중앙길 57
청하노래연습장,예술·스포츠,유원지·오락,용당1동,전라남도,목포시,전라남도 목포시 영산로 307
총각네통신,소매,가전·통신 소매,이로동,전라남도,목포시,전라남도 목포시 삼학로 315
영구네구이,음식,한식,상동,전라남도,목포시,전라남도 목포시 텃골로13번길 72
필태국마사지,수리·개인,욕탕·신체관리,원산동,전라남도,목포시,전라남도 목포시 원산중앙로 28
관산장례식장,수리·개인,장례식장 ,관산읍,전라남도,장흥군,전라남도 장흥군 관산읍 죽교상하발로 13
큰길통닭,음식,기타 간이,임회면,전라남도,진도군,전라남도 진도군 임회면 진도대로 5837
무안갯벌낙지전문1,소매,식료품 소매,망운면,전라남도,무안군,전라남도 무안군 망운면 청운로 869
신라가든,음식,한식,무안읍,전라남도,무안군,전라남도 무안군 무안읍 무안로 477
지오투;브렌우드목포하당,소매,섬유·의복·신발 소매,신흥동,전라남도,목포시,전라남도 목포시 비파로 71
화성디자인,과학·기술,인쇄·제품제작,용당1동,전라남도,목포시,전라남도 목포시 양을로 177
카페인시애틀,음식,기타 간이,쌍봉동,전라남도,여수시,전라남도 여수시 소호로 506-1
바세츠아이스크림,음식,기타 간이,곡성읍,전라남도,곡성군,전라남도 곡성군 곡성읍 중앙로 109-1
희재상회,소매,오락용품 소매,광의면,전라남도,구례군,전라남도 구례군 광의면 광의어덕촌길 8
원조곱창,음식,한식,세지면,전라남도,나주시,전라남도 나주시 세지면 동창로 136-1
그대는봄나는꽃,음식,주점,중마동,전라남도,광양시,전라남도 광양시 불로로 75
자연그대로,소매,식료품 소매,몽탄면,전라남도,무안군,전라남도 무안군 몽탄면 도산안길 19
향동상회,소매,종합 소매,고군면,전라남도,진도군,전라남도 진도군 고군면 향동길 29-1
치킨아이상무대점,음식,기타 간이,삼계면,전라남도,장성군,전라남도 장성군 삼계면 사창로 64-72
매일정육식당,음식,한식,장성읍,전라남도,장성군,전라남도 장성군 장성읍 충무길 20
라스텔라편백숲,숙박,일반 숙박,북하면,전라남도,장성군,전라남도 장성군 북하면 하남실길 85-6
신진기업,소매,기타 생활용품 소매,고흥읍,전라남도,고흥군,전라남도 고흥군 고흥읍 호천길 29-6
쪽빛나들이,예술·스포츠,유원지·오락,옥룡면,전라남도,광양시,전라남도 광양시 옥룡면 상산길 63
여수호텔수,숙박,일반 숙박,돌산읍,전라남도,여수시,전라남도 여수시 돌산읍 엑스포대로 71
금일건강약국,소매,의약·화장품 소매,금일읍,전라남도,완도군,전라남도 완도군 금일읍 금일로 390
귀빈관,음식,한식,점암면,전라남도,고흥군,전라남도 고흥군 점암면 모룡길 56
플러스디자인,과학·기술,광고,풍덕동,전라남도,순천시,전라남도 순천시 풍덕5길 52
드림카,수리·개인,자동차 수리·세차,광양읍,전라남도,광양시,전라남도 광양시 광양읍 서북로 48
순천통합뇌센타,교육,교육 지원,해룡면,전라남도,순천시,전라남도 순천시 해룡면 남가1길 90-55
이바돔감자탕여수여서점,음식,한식,여서동,전라남도,여수시,전라남도 여수시 여서1로 9
휴대폰나라,소매,가전·통신 소매,중앙동,전라남도,여수시,전라남도 여수시 중앙로 43
청년상회,소매,식료품 소매,소라면,전라남도,여수시,전라남도 여수시 소라면 죽림4길 26
여휴에스타시옹1913,음식,한식,만호동,전라남도,목포시,전라남도 목포시 해안로177번길 13
전남목포지역자활센터그린청소,시설관리·임대,청소·방제,용당1동,전라남도,목포시,전라남도 목포시 영산로 325
명신수산,소매,식료품 소매,흑산면,전라남도,신안군,전라남도 신안군 흑산면 예리1길 104
리바이스NC,소매,섬유·의복·신발 소매,왕조1동,전라남도,순천시,전라남도 순천시 비봉2길 22
바다세계횟집,음식,한식,조곡동,전라남도,순천시,전라남도 순천시 둑실2길 32
피자스쿨목포,음식,기타 간이,원산동,전라남도,목포시,전라남도 목포시 원산중앙로 6
여원공방,소매,장식품 소매,목원동,전라남도,목포시,전라남도 목포시 수문로 55-3
남선산업대신주유소,소매,연료 소매,삼일동,전라남도,여수시,전라남도 여수시 여수산단로 300
잉크가이,소매,가전·통신 소매,용당2동,전라남도,목포시,전라남도 목포시 영산로258번길 26
목포먹거리,음식,한식,연동,전라남도,목포시,전라남도 목포시 영산로250번길 32
로얄슈퍼,소매,종합 소매,목원동,전라남도,목포시,전라남도 목포시 만세로 28
대흥정,음식,한식,용당1동,전라남도,목포시,전라남도 목포시 용당로216번길 25-1
영일기업,과학·기술,인쇄·제품제작,삼학동,전라남도,목포시,전라남도 목포시 용당로 41
삼복식당,음식,한식,중앙동,전라남도,여수시,전라남도 여수시 중앙1길 6
또바기,소매,종합 소매,암태면,전라남도,신안군,전라남도 신안군 암태면 승봉로 282
명인집,음식,한식,신흥동,전라남도,목포시,전라남도 목포시 하당로30번길 14
초원상회,소매,종합 소매,도양읍,전라남도,고흥군,전라남도 고흥군 도양읍 북신길 48-20
도움행정사사무소,과학·기술,법무관련 ,지도읍,전라남도,신안군,전라남도 신안군 지도읍 서촌길 14
동부유통홈마트,소매,종합 소매,영광읍,전라남도,영광군,전라남도 영광군 영광읍 물무로 214
세연정,음식,한식,보길면,전라남도,완도군,전라남도 완도군 보길면 청별길 30-1
라온야영장,숙박,기타 숙박,용면,전라남도,담양군,전라남도 담양군 용면 금성산성길 548
염산할인마트,소매,종합 소매,염산면,전라남도,영광군,전라남도 영광군 염산면 천년로1길 1-2
남평국밥집,음식,한식,남평읍,전라남도,나주시,전라남도 나주시 남평읍 남평1로 50
순천만무한도전민박,숙박,일반 숙박,도사동,전라남도,순천시,전라남도 순천시 순천만길 336
중앙정,음식,한식,해남읍,전라남도,해남군,전라남도 해남군 해남읍 남부순환로 130-1
짝궁상회,소매,종합 소매,마산면,전라남도,구례군,전라남도 구례군 마산면 화엄사로 123
부부식당,음식,한식,구례읍,전라남도,구례군,전라남도 구례군 구례읍 구례2길 30
워킹타우너,음식,비알코올 ,남면,전라남도,장성군,전라남도 장성군 남면 마흥길 73
그린테라피복지원예센터사,교육,기타 교육,하당동,전라남도,목포시,전라남도 목포시 석현로 46
케이원유통,소매,종합 소매,빛가람동,전라남도,나주시,전라남도 나주시 빛가람로 740
작은공간,음식,비알코올 ,충무동,전라남도,여수시,전라남도 여수시 좌수영로 90
네네치킨삼학점,음식,기타 간이,동명동,전라남도,목포시,전라남도 목포시 산정로22번길 20
한울,소매,식료품 소매,남평읍,전라남도,나주시,전라남도 나주시 남평읍 세남로 1772-7
자매반찬집,소매,식료품 소매,하당동,전라남도,목포시,전라남도 목포시 석현로 28
자은신안뻘낙지,음식,한식,자은면,전라남도,신안군,전라남도 신안군 자은면 자은서부1길 95
터미널분식,음식,기타 간이,옥과면,전라남도,곡성군,전라남도 곡성군 옥과면 대학로 154-1
광주식당,음식,한식,옥과면,전라남도,곡성군,전라남도 곡성군 옥과면 대학로 183
심청주유소,소매,연료 소매,오산면,전라남도,곡성군,전라남도 곡성군 오산면 오산로 413
피씨앤피플,예술·스포츠,유원지·오락,쌍봉동,전라남도,여수시,전라남도 여수시 소호로 658
진홍어,소매,식료품 소매,목원동,전라남도,목포시,전라남도 목포시 수문로 68
여재,소매,식료품 소매,사평면,전라남도,화순군,전라남도 화순군 사평면 장전길 115-1
미암식당,음식,한식,미암면,전라남도,영암군,전라남도 영암군 미암면 미중로 16-5
광주원조식당,음식,한식,북하면,전라남도,장성군,전라남도 장성군 북하면 백양로 1108
무등약국,소매,의약·화장품 소매,무안읍,전라남도,무안군,전라남도 무안군 무안읍 무안중앙로 4
옛시간여행,소매,장식품 소매,담양읍,전라남도,담양군,전라남도 담양군 담양읍 천변2길 26-22
화성숯불구이,음식,한식,화순읍,전라남도,화순군,전라남도 화순군 화순읍 광덕로 135
맛고을,음식,한식,사평면,전라남도,화순군,전라남도 화순군 사평면 사호로 224
칸음악홀,음식,주점,화순읍,전라남도,화순군,전라남도 화순군 화순읍 만연로 60-5
휴다움카페,음식,비알코올 ,병영면,전라남도,강진군,전라남도 강진군 병영면 병영성로 80
이레모바일,소매,가전·통신 소매,원산동,전라남도,목포시,전라남도 목포시 원산중앙로 8-1
까사413민박,숙박,일반 숙박,돌산읍,전라남도,여수시,전라남도 여수시 돌산읍 계동로 413
헤어쇼핑미용실,수리·개인,이용·미용,용당1동,전라남도,목포시,전라남도 목포시 산정로 200
양우에듀학원,교육,일반 교육,원산동,전라남도,목포시,전라남도 목포시 원산로59번길 36
장인영건축사사무소,과학·기술,기술 서비스,화순읍,전라남도,화순군,전라남도 화순군 화순읍 동헌길 30
스타PC,예술·스포츠,유원지·오락,덕연동,전라남도,순천시,전라남도 순천시 충효로 15
진영슈퍼,소매,종합 소매,고흥읍,전라남도,고흥군,전라남도 고흥군 고흥읍 우주로 99
현당구장,예술·스포츠,스포츠 서비스,주암면,전라남도,순천시,전라남도 순천시 주암면 주암호길 3
일팔장식,소매,철물·건설자재 소매,매곡동,전라남도,순천시,전라남도 순천시 중앙로 171
광일사,수리·개인,세탁,목원동,전라남도,목포시,전라남도 목포시 차범석길 13-7
청솔주,과학·기술,기술 서비스,여천동,전라남도,여수시,전라남도 여수시 대통로 3
호순이소주방,음식,한식,중앙동,전라남도,순천시,전라남도 순천시 북부시장1길 31
5092왕지점,음식,주점,왕조2동,전라남도,순천시,전라남도 순천시 연동남1길 38
대성식당,음식,한식,오산면,전라남도,곡성군,전라남도 곡성군 오산면 오산로 623
줄리엣,숙박,일반 숙박,풍덕동,전라남도,순천시,전라남도 순천시 하풍3길 10
박영림아귀찜.탕,음식,한식,서강동,전라남도,여수시,전라남도 여수시 서교6길 3
참사리,음식,한식,신흥동,전라남도,목포시,전라남도 목포시 입암로42번길 15-1
내가본옹기,소매,장식품 소매,광양읍,전라남도,광양시,전라남도 광양시 광양읍 순광로 329
조계산보리밥원조집,음식,한식,송광면,전라남도,순천시,전라남도 순천시 송광면 굴목재길 247
미래테크,과학·기술,인쇄·제품제작,여천동,전라남도,여수시,전라남도 여수시 대통2길 9-4
리스트,소매,섬유·의복·신발 소매,화순읍,전라남도,화순군,전라남도 화순군 화순읍 자치샘로 17
육육공사,소매,철물·건설자재 소매,곡성읍,전라남도,곡성군,전라남도 곡성군 곡성읍 읍내31길 8
텃밭,음식,한식,가사문학면,전라남도,담양군,전라남도 담양군 가사문학면 경상길 79
물댄동산,숙박,일반 숙박,도암면,전라남도,강진군,전라남도 강진군 도암면 봉황로 605-11
국화민박,숙박,일반 숙박,금당면,전라남도,완도군,전라남도 완도군 금당면 삼산길 89-25
풍류,음식,주점,두원면,전라남도,고흥군,전라남도 고흥군 두원면 풍류로 80
현대장식,소매,철물·건설자재 소매,곡성읍,전라남도,곡성군,전라남도 곡성군 곡성읍 중앙로 151
해뜨는집,음식,한식,영광읍,전라남도,영광군,전라남도 영광군 영광읍 천년로12길 49
