bizesNm,indsLclsNm,indsMclsNm,adongNm,sigunguNm,sigunguDetailNm,rdnAdr
더시작스터디카페,예술·스포츠,도서관·사적지,신가동,광주광역시,광산구,광주광역시 광산구 수등로 254
화음피아노교습소,교육,기타 교육,방림2동,광주광역시,남구,광주광역시 남구 큰방림길 3
지에스25월곡,소매,종합 소매,월곡2동,광주광역시,광산구,광주광역시 광산구 산정공원로 76
알앤이기술,과학·기술,기술 서비스,첨단2동,광주광역시,광산구,광주광역시 광산구 첨단중앙로106번길 25
제이쌀롱,수리·개인,이용·미용,용봉동,광주광역시,북구,광주광역시 북구 설죽로148번길 10
카페위드워니,음식,비알코올 ,건국동,광주광역시,북구,광주광역시 북구 하서로 587-4
메가엠지씨커피광주각화점,음식,비알코올 ,문화동,광주광역시,북구,광주광역시 북구 군왕로 206
샐리의샌드위치,음식,기타 간이,오치1동,광주광역시,북구,광주광역시 북구 서하로233번길 50
얌샘김밥,음식,기타 간이,효덕동,광주광역시,남구,광주광역시 남구 효우2로26번길 24
대박음식,음식,한식,월산5동,광주광역시,남구,광주광역시 남구 군분로 75-1
꿀복이꽈배기광주,음식,기타 간이,충장동,광주광역시,동구,광주광역시 동구 금남로 161-3
디데이신창,소매,섬유·의복·신발 소매,신창동,광주광역시,광산구,광주광역시 광산구 신창로 130
백운역,음식,주점,주월1동,광주광역시,남구,광주광역시 남구 봉선로 8
열정국밥,음식,한식,수완동,광주광역시,광산구,광주광역시 광산구 임방울대로358번길 26
탕화쿵푸마라탕광주,음식,중식,건국동,광주광역시,북구,광주광역시 북구 양산택지로 93
대촌베라체공인중개사사무소,부동산,부동산 서비스,대촌동,광주광역시,남구,광주광역시 남구 회재로 211
즈바스,과학·기술,본사·경영 컨설팅,풍향동,광주광역시,북구,광주광역시 북구 밤실로167번길 1
우리들공인중개사사무소,부동산,부동산 서비스,용봉동,광주광역시,북구,광주광역시 북구 용봉택지로13번길 14
용용선생광주,음식,주점,치평동,광주광역시,서구,광주광역시 서구 상무번영로 44
예스공인중개사사무소,부동산,부동산 서비스,봉선2동,광주광역시,남구,광주광역시 남구 봉선로 106
으뜸1부동산공인중개사사무소,부동산,부동산 서비스,백운2동,광주광역시,남구,광주광역시 남구 회재로 1267
청자다방광천점,음식,비알코올 ,광천동,광주광역시,서구,광주광역시 서구 천변좌로 42
숲갈프두피탈모,수리·개인,이용·미용,수완동,광주광역시,광산구,광주광역시 광산구 임방울대로 353
전&한잔밥&반찬,음식,한식,봉선2동,광주광역시,남구,광주광역시 남구 봉선2로 101
미우미우,소매,가전·통신 소매,월곡1동,광주광역시,광산구,광주광역시 광산구 월곡중앙로 55-1
메타그린,숙박,일반 숙박,건국동,광주광역시,북구,광주광역시 북구 첨단과기로208번길 17-13
다온+공인중개사사무소,부동산,부동산 서비스,수완동,광주광역시,광산구,광주광역시 광산구 풍영로101번안길 18
선한투어,시설관리·임대,여행사·보조,유덕동,광주광역시,서구,광주광역시 서구 유림로 46
공인중개사사무소,부동산,부동산 서비스,상무2동,광주광역시,서구,광주광역시 서구 운천로154번길 12
오토코디,과학·기술,광고,건국동,광주광역시,북구,광주광역시 북구 첨단과기로208번길 43-10
에이치핏,소매,섬유·의복·신발 소매,첨단2동,광주광역시,광산구,광주광역시 광산구 임방울대로826번길 19-20
에스와이엔지니어링,과학·기술,기술 서비스,진월동,광주광역시,남구,광주광역시 남구 금당로 26
갓튀긴후라이드,음식,기타 간이,신안동,광주광역시,북구,광주광역시 북구 자미로 64
식스팩휘트니스,예술·스포츠,스포츠 서비스,중흥동,광주광역시,북구,광주광역시 북구 서방로 10
맘스케익&커피,음식,비알코올 ,진월동,광주광역시,남구,광주광역시 남구 금당로 5-1
모닝,수리·개인,욕탕·신체관리,우산동,광주광역시,북구,광주광역시 북구 서방로81번길 38
세븐스타광주우산동점,예술·스포츠,유원지·오락,우산동,광주광역시,광산구,광주광역시 광산구 사암로 210
고기마트,소매,식료품 소매,하남동,광주광역시,광산구,광주광역시 광산구 하남대로54번안길 110
규카츠정광주,음식,일식,수완동,광주광역시,광산구,광주광역시 광산구 장신로147번길 5-8
연화수산,소매,식료품 소매,금호2동,광주광역시,서구,광주광역시 서구 화개1로 75
칸에듀,과학·기술,시장 조사,건국동,광주광역시,북구,광주광역시 북구 첨단과기로208번길 43-10
모인,숙박,일반 숙박,월산4동,광주광역시,남구,광주광역시 남구 대남대로340번길 13
빛고을카센터,수리·개인,자동차 수리·세차,운암2동,광주광역시,북구,광주광역시 북구 천변우하로 581
디긋,음식,주점,풍암동,광주광역시,서구,광주광역시 서구 풍암2로53번길 7
고미당,음식,기타 간이,봉선2동,광주광역시,남구,광주광역시 남구 제석로80번길 20
옵bar,음식,주점,용봉동,광주광역시,북구,광주광역시 북구 우치로90번길 28
엑스샤인글로스,수리·개인,자동차 수리·세차,건국동,광주광역시,북구,광주광역시 북구 하서로672번길 6
아니카,소매,섬유·의복·신발 소매,월곡2동,광주광역시,광산구,광주광역시 광산구 산정공원로 26
불로공인중개사사무소,부동산,부동산 서비스,봉선2동,광주광역시,남구,광주광역시 남구 봉선로 146
광주오감만족,음식,한식,서창동,광주광역시,서구,광주광역시 서구 월암신기길 188-3
준초이짐,예술·스포츠,스포츠 서비스,봉선2동,광주광역시,남구,광주광역시 남구 제석로80번길 54
아델룸소주방,음식,주점,첨단2동,광주광역시,광산구,광주광역시 광산구 임방울대로826번길 25
슈가민,소매,의약·화장품 소매,중흥동,광주광역시,북구,광주광역시 북구 중문로9번길 71
베러먼데이전남대,음식,비알코올 ,학동,광주광역시,동구,광주광역시 동구 제봉로 17
포차1번지먹새통,음식,주점,용봉동,광주광역시,북구,광주광역시 북구 호동로63번길 74
큐엔디,시설관리·임대,청소·방제,비아동,광주광역시,광산구,광주광역시 광산구 사암로 732
광주노트북대여라쿤렌탈수리,수리·개인,컴퓨터 수리,치평동,광주광역시,서구,광주광역시 서구 상무화원로 34
던킨광주,음식,기타 간이,월곡2동,광주광역시,광산구,광주광역시 광산구 용아로 259
리무드네일,수리·개인,이용·미용,화정4동,광주광역시,서구,광주광역시 서구 화정로 82-1
지에스25신용주공점,소매,종합 소매,신용동,광주광역시,북구,광주광역시 북구 첨단연신로 235
예술,음식,주점,충장동,광주광역시,동구,광주광역시 동구 예술길15번길 4
아트뮤지엄,교육,기타 교육,중흥동,광주광역시,북구,광주광역시 북구 우치로2번길 46-4
천사간병협회,시설관리·임대,고용 알선,신안동,광주광역시,북구,광주광역시 북구 경양로119번길 19
업소명없음,수리·개인,이용·미용,첨단2동,광주광역시,광산구,광주광역시 광산구 첨단강변로 93
소랑회랑,음식,한식,봉선1동,광주광역시,남구,광주광역시 남구 백양로 34
한송공인중개사사무소,부동산,부동산 서비스,풍향동,광주광역시,북구,광주광역시 북구 동문대로10번길 27
막둥이부동산공인중개사사무소,부동산,부동산 서비스,중흥동,광주광역시,북구,광주광역시 북구 우치로 55
정상이용원,수리·개인,이용·미용,운남동,광주광역시,광산구,광주광역시 광산구 목련로219번길 109
더보쌈구이하우스,음식,한식,수완동,광주광역시,광산구,광주광역시 광산구 풍영로 231
비에이치씨광주각화점,음식,기타 간이,두암2동,광주광역시,북구,광주광역시 북구 군왕로 176
와이디엔지니어,과학·기술,기술 서비스,문흥2동,광주광역시,북구,광주광역시 북구 면앙로31번길 7
메가엠지씨커피광주화정피오레점,음식,비알코올 ,화정4동,광주광역시,서구,광주광역시 서구 화정로 130
해바라기,소매,섬유·의복·신발 소매,우산동,광주광역시,북구,광주광역시 북구 서방로 53
만복축산,소매,식료품 소매,수완동,광주광역시,광산구,광주광역시 광산구 풍영로145번길 90
태후사랑,수리·개인,이용·미용,주월1동,광주광역시,남구,광주광역시 남구 서문대로 827
더반하다,음식,주점,운암2동,광주광역시,북구,광주광역시 북구 대자로 54
댄싱컵광주,음식,비알코올 ,양산동,광주광역시,북구,광주광역시 북구 양일로 54
영숙이네,음식,한식,우산동,광주광역시,북구,광주광역시 북구 동문대로 81
비더블유엔터테인먼트,시설관리·임대,기타 사업 서비스,금호1동,광주광역시,서구,광주광역시 서구 운천로31번길 3
미드디자인,과학·기술,전문 디자인,월곡1동,광주광역시,광산구,광주광역시 광산구 월곡중앙로54번길 27
온;요가,교육,기타 교육,중흥동,광주광역시,북구,광주광역시 북구 향토문화로12번길 9
호호솥밥,음식,한식,봉선1동,광주광역시,남구,광주광역시 남구 대남대로171번길 11
빨간토마토피자,음식,기타 간이,서남동,광주광역시,동구,광주광역시 동구 백서로 113
뉴덴버,음식,주점,두암2동,광주광역시,북구,광주광역시 북구 동문대로 158
남도국밥곱창구이,음식,한식,수완동,광주광역시,광산구,광주광역시 광산구 장덕로39번길 8
스테이북,음식,비알코올 ,동명동,광주광역시,동구,광주광역시 동구 동명로 19-6
압구정헤어,수리·개인,이용·미용,수완동,광주광역시,광산구,광주광역시 광산구 수등로94번길 18
보드게임카페홈즈앤루팡광주,예술·스포츠,유원지·오락,첨단2동,광주광역시,광산구,광주광역시 광산구 첨단중앙로 96
법무법인이노센스,과학·기술,법무관련 ,지산1동,광주광역시,동구,광주광역시 동구 동명로 106-2
7일맥주,음식,기타 간이,충장동,광주광역시,동구,광주광역시 동구 제봉로194번길 4
릴스필라테스,교육,기타 교육,봉선2동,광주광역시,남구,광주광역시 남구 봉선2로 27
광진인력,시설관리·임대,고용 알선,주월2동,광주광역시,남구,광주광역시 남구 회재로 1229
하이수학학원,교육,일반 교육,신가동,광주광역시,광산구,광주광역시 광산구 수등로 277
파크투어,시설관리·임대,여행사·보조,산수1동,광주광역시,동구,광주광역시 동구 필문대로 184-1
매일영어학원,교육,일반 교육,치평동,광주광역시,서구,광주광역시 서구 상무중앙로 57
바우비어,음식,주점,운암1동,광주광역시,북구,광주광역시 북구 대자로 28
이자카야히메,음식,주점,진월동,광주광역시,남구,광주광역시 남구 화산로 61
세차하카,수리·개인,자동차 수리·세차,첨단2동,광주광역시,광산구,광주광역시 광산구 첨단월봉로 90
더벤티,음식,비알코올 ,충장동,광주광역시,동구,광주광역시 동구 제봉로 221-31
돼지세끼,음식,한식,백운1동,광주광역시,남구,광주광역시 남구 백운로 53-1
컴포즈커피광주흑석점,음식,비알코올 ,수완동,광주광역시,광산구,광주광역시 광산구 풍영로101번안길 1-7
건강명가,수리·개인,욕탕·신체관리,화정4동,광주광역시,서구,광주광역시 서구 화정로138번길 43
소소앙떡,음식,기타 간이,양산동,광주광역시,북구,광주광역시 북구 양일1로 45
루카스올케어뷰티,수리·개인,욕탕·신체관리,월곡1동,광주광역시,광산구,광주광역시 광산구 월곡반월로 65
조이앤커피,음식,비알코올 ,서남동,광주광역시,동구,광주광역시 동구 문화전당로 38
도그스쿨존,소매,애완동물·용품 소매,충장동,광주광역시,동구,광주광역시 동구 제봉로222번길 6-21
케이중고폰,소매,가전·통신 소매,농성2동,광주광역시,서구,광주광역시 서구 경열로 28-1
모모에제과점,음식,기타 간이,운암1동,광주광역시,북구,광주광역시 북구 동운로213번길 32
엠앤드더블유헤어샵,수리·개인,이용·미용,상무2동,광주광역시,서구,광주광역시 서구 쌍촌로 55-1
골프존파크수완,예술·스포츠,스포츠 서비스,수완동,광주광역시,광산구,광주광역시 광산구 장신로 85
헬로갸또,음식,기타 간이,금호2동,광주광역시,서구,광주광역시 서구 화개중앙로87번길 16-1
네네치킨,음식,기타 간이,동림동,광주광역시,북구,광주광역시 북구 동림용산로 29
일등복권방,예술·스포츠,유원지·오락,화정3동,광주광역시,서구,광주광역시 서구 염화로 109
라미엔브라이드,시설관리·임대,가정용품 대여,양산동,광주광역시,북구,광주광역시 북구 양산제로137번길 40-32
엠벨라,소매,섬유·의복·신발 소매,치평동,광주광역시,서구,광주광역시 서구 상무대로 773
원더플레이스광주,소매,섬유·의복·신발 소매,충장동,광주광역시,동구,광주광역시 동구 중앙로160번길 10-1
쿠스코사우나,소매,의약·화장품 소매,월산5동,광주광역시,남구,광주광역시 남구 수박등로18번길 2
천수온천,수리·개인,욕탕·신체관리,화정1동,광주광역시,서구,광주광역시 서구 화운로156번길 25-5
블랑더뷰티,수리·개인,이용·미용,신창동,광주광역시,광산구,광주광역시 광산구 장신로266번길 13
버들축산,소매,식료품 소매,유덕동,광주광역시,서구,광주광역시 서구 상무버들로40번길 1
천하수산활어직판장,소매,식료품 소매,주월1동,광주광역시,남구,광주광역시 남구 회재로 1216
이더스,과학·기술,전문 디자인,봉선1동,광주광역시,남구,광주광역시 남구 봉선1로16번안길 4
가마솥순대국밥광주,음식,한식,우산동,광주광역시,광산구,광주광역시 광산구 무진대로231번길 30-8
올카워시,수리·개인,자동차 수리·세차,오치2동,광주광역시,북구,광주광역시 북구 우치로257번길 20-10
다우클린,시설관리·임대,청소·방제,월산5동,광주광역시,남구,광주광역시 남구 대남대로 343-1
위너스영어케이매쓰학원,교육,일반 교육,수완동,광주광역시,광산구,광주광역시 광산구 풍영로101번길 1
오션라운지,음식,서양식,하남동,광주광역시,광산구,광주광역시 광산구 용아로400번길 29
희뷰티,수리·개인,이용·미용,용봉동,광주광역시,북구,광주광역시 북구 저불로 2
순자네,소매,종합 소매,우산동,광주광역시,북구,광주광역시 북구 서방로81번길 27
제이엘뷰티,수리·개인,이용·미용,치평동,광주광역시,서구,광주광역시 서구 상무화원로32번길 11
팔도수산,음식,한식,상무2동,광주광역시,서구,광주광역시 서구 월드컵4강로 160
리안키드스,소매,섬유·의복·신발 소매,계림2동,광주광역시,동구,광주광역시 동구 산수길35번길 25-1
미리슈가링,수리·개인,이용·미용,농성2동,광주광역시,서구,광주광역시 서구 화정로271번길 4
한길넷,수리·개인,컴퓨터 수리,주월2동,광주광역시,남구,광주광역시 남구 회재로 1225
남도비즈,과학·기술,광고,신안동,광주광역시,북구,광주광역시 북구 무등로 204
에이제트샵,소매,기타 상품 소매,서남동,광주광역시,동구,광주광역시 동구 문화전당로35번길 12
풍기인견,소매,섬유·의복·신발 소매,화정4동,광주광역시,서구,광주광역시 서구 월드컵4강로 69
대인전집,음식,한식,충장동,광주광역시,동구,광주광역시 동구 제봉로184번길 15-1
에이프릴썸머,소매,섬유·의복·신발 소매,진월동,광주광역시,남구,광주광역시 남구 서문대로 729
텐퍼센트봉선로점,음식,비알코올 ,봉선2동,광주광역시,남구,광주광역시 남구 봉선로 148
스마일네일,수리·개인,이용·미용,금호2동,광주광역시,서구,광주광역시 서구 화개1로 59-2
니어스냅,과학·기술,사진 촬영,충장동,광주광역시,동구,광주광역시 동구 천변우로 361-21
스핀탁구클럽,예술·스포츠,스포츠 서비스,첨단2동,광주광역시,광산구,광주광역시 광산구 월계로 187
포텐퍼블릭,음식,주점,치평동,광주광역시,서구,광주광역시 서구 상무연하로 27
미나리명가,소매,식료품 소매,동곡동,광주광역시,광산구,광주광역시 광산구 복호길 61-3
놀부보쌈,음식,한식,용봉동,광주광역시,북구,광주광역시 북구 우치로100번길 15
황금회포차,음식,한식,첨단2동,광주광역시,광산구,광주광역시 광산구 임방울대로800번길 42
젤라또로플,음식,기타 간이,화정3동,광주광역시,서구,광주광역시 서구 월드컵4강로 108
25센치,음식,주점,용봉동,광주광역시,북구,광주광역시 북구 용봉택지로 84
스쿨룩스,소매,섬유·의복·신발 소매,농성2동,광주광역시,서구,광주광역시 서구 군분로 193-1
상무자이부동산공인중개사사무소,부동산,부동산 서비스,상무1동,광주광역시,서구,광주광역시 서구 상무대로911번길 4
광주밧데리총판,소매,자동차 부품 소매,방림2동,광주광역시,남구,광주광역시 남구 천변좌로 604
얌,숙박,일반 숙박,치평동,광주광역시,서구,광주광역시 서구 상무평화로 150
모모커피,음식,비알코올 ,신창동,광주광역시,광산구,광주광역시 광산구 신창로106번길 23-10
치킹스맨,음식,기타 간이,진월동,광주광역시,남구,광주광역시 남구 진제길 19
신포우리만두,음식,기타 간이,첨단2동,광주광역시,광산구,광주광역시 광산구 임방울대로826번길 29-31
우영이엔지,과학·기술,기술 서비스,풍암동,광주광역시,서구,광주광역시 서구 풍암1로 7
보원산업개발,과학·기술,본사·경영 컨설팅,충장동,광주광역시,동구,광주광역시 동구 중앙로196번길 31-19
광주버스방송,과학·기술,광고,중흥1동,광주광역시,북구,광주광역시 북구 무등로 254
금성복권판매점,예술·스포츠,유원지·오락,우산동,광주광역시,북구,광주광역시 북구 독립로 416
법무사법인행복한,과학·기술,법무관련 ,치평동,광주광역시,서구,광주광역시 서구 시청로96번길 12
말바우탁구장슐런장,예술·스포츠,스포츠 서비스,두암2동,광주광역시,북구,광주광역시 북구 동문대로 136
그로어스그로어스상무지구,음식,서양식,유덕동,광주광역시,서구,광주광역시 서구 천변좌하로 502
낙지대통령,음식,한식,운암2동,광주광역시,북구,광주광역시 북구 대자로 65
아루진디자인,과학·기술,전문 디자인,신가동,광주광역시,광산구,광주광역시 광산구 신가삼효로 45
엔젤솔라,과학·기술,본사·경영 컨설팅,건국동,광주광역시,북구,광주광역시 북구 첨단과기로208번길 17-29
또래오래치킨월산점,음식,기타 간이,월산4동,광주광역시,남구,광주광역시 남구 월산로151번안길 2
하늘사무기,시설관리·임대,산업용품 대여,운남동,광주광역시,광산구,광주광역시 광산구 임방울대로 142-10
금도끼,음식,주점,수완동,광주광역시,광산구,광주광역시 광산구 장신로50번길 10-1
나비룸7080,음식,주점,하남동,광주광역시,광산구,광주광역시 광산구 용아로 405
마쓰,음식,한식,일곡동,광주광역시,북구,광주광역시 북구 설죽로 496-5
석정,음식,한식,대촌동,광주광역시,남구,광주광역시 남구 고싸움로 138
오층집,음식,주점,양산동,광주광역시,북구,광주광역시 북구 양일로 66
그레이스,수리·개인,이용·미용,농성1동,광주광역시,서구,광주광역시 서구 내방로418번길 23
무진아트페이스A,소매,장식품 소매,계림1동,광주광역시,동구,광주광역시 동구 동계천로53번길 8-9
지연아그로,소매,기타 상품 소매,상무1동,광주광역시,서구,광주광역시 서구 상일로24번길 19
첨단돌솥감자탕,음식,한식,금호1동,광주광역시,서구,광주광역시 서구 금화로85번길 2
아나덴슈가링왁싱,수리·개인,이용·미용,충장동,광주광역시,동구,광주광역시 동구 금남로 195
레포츠,소매,오락용품 소매,금호1동,광주광역시,서구,광주광역시 서구 금화로 35
씨유장덕대로점,소매,종합 소매,수완동,광주광역시,광산구,광주광역시 광산구 풍영로 229
파트.2,소매,섬유·의복·신발 소매,충장동,광주광역시,동구,광주광역시 동구 중앙로160번길 24
동원식육식당,음식,한식,치평동,광주광역시,서구,광주광역시 서구 상무공원로 112
지에스25광주유촌점,소매,종합 소매,유덕동,광주광역시,서구,광주광역시 서구 상무버들로53번길 56
오블로,음식,서양식,서창동,광주광역시,서구,광주광역시 서구 상무대로695번길 14
지에스25일곡,소매,종합 소매,일곡동,광주광역시,북구,광주광역시 북구 설죽로 495-10
정담푸드,음식,한식,문화동,광주광역시,북구,광주광역시 북구 면앙로121번길 95
뚠뚠김치찌개,음식,한식,중흥동,광주광역시,북구,광주광역시 북구 호동로 24
선필라테스,교육,기타 교육,학운동,광주광역시,동구,광주광역시 동구 남문로 680
해드리오,음식,주점,수완동,광주광역시,광산구,광주광역시 광산구 수완로52번길 1-4
위드빈,수리·개인,이용·미용,화정1동,광주광역시,서구,광주광역시 서구 상무대로 1045
김복남맥주광주,음식,주점,운암1동,광주광역시,북구,광주광역시 북구 황계로55번길 12
대덕크리닝,수리·개인,세탁,월곡2동,광주광역시,광산구,광주광역시 광산구 산정공원로 77-9
수정노래연습장,예술·스포츠,유원지·오락,상무1동,광주광역시,서구,광주광역시 서구 상무대로 917
더블유운암,소매,섬유·의복·신발 소매,운암1동,광주광역시,북구,광주광역시 북구 대자실로 22
빛고을종합유통,소매,종합 소매,평동,광주광역시,광산구,광주광역시 광산구 평동산단3번로 28-1
민아네수산,소매,식료품 소매,양동,광주광역시,서구,광주광역시 서구 양동시장2길 17
컴포즈커피광주,음식,비알코올 ,지산1동,광주광역시,동구,광주광역시 동구 필문대로287번길 15-22
씨드원,과학·기술,본사·경영 컨설팅,월산5동,광주광역시,남구,광주광역시 남구 대남대로 335-1
채선당자연한가득,음식,한식,우산동,광주광역시,광산구,광주광역시 광산구 무진대로 266
꼴짝꼴짝,음식,주점,신용동,광주광역시,북구,광주광역시 북구 연양로7번길 56
슈가맨,음식,주점,첨단2동,광주광역시,광산구,광주광역시 광산구 임방울대로800번길 42
문화플랫폼소호,과학·기술,광고,지원1동,광주광역시,동구,광주광역시 동구 천변좌로650번길 14-1
더원인테리어,과학·기술,전문 디자인,운남동,광주광역시,광산구,광주광역시 광산구 하남대로 248-13
유안이엔지,과학·기술,기술 서비스,금호1동,광주광역시,서구,광주광역시 서구 운천로85번길 5
씨유광주소태점,소매,종합 소매,지원1동,광주광역시,동구,광주광역시 동구 천변좌로 606
굿모닝약국,소매,의약·화장품 소매,우산동,광주광역시,북구,광주광역시 북구 서방로 89
해안선회포차,음식,한식,양산동,광주광역시,북구,광주광역시 북구 양산로 30
프라그란스커피플라워,음식,비알코올 ,풍암동,광주광역시,서구,광주광역시 서구 풍암운리로 4
김가네,음식,기타 간이,첨단2동,광주광역시,광산구,광주광역시 광산구 월계로 191
톡톡음악홀,음식,주점,첨단2동,광주광역시,광산구,광주광역시 광산구 첨단강변로99번길 51
유통의제왕주넘버원,소매,종합 소매,평동,광주광역시,광산구,광주광역시 광산구 평동산단연산로 28
바미스튜디오,교육,기타 교육,상무2동,광주광역시,서구,광주광역시 서구 쌍촌로65번길 30
바란아이래쉬,수리·개인,이용·미용,신창동,광주광역시,광산구,광주광역시 광산구 신창로 111
취미생활,과학·기술,전문 디자인,금호1동,광주광역시,서구,광주광역시 서구 금화로73번길 6-1
요기타코야키,음식,서양식,첨단2동,광주광역시,광산구,광주광역시 광산구 첨단중앙로106번길 25
성인기업,시설관리·임대,청소·방제,월산4동,광주광역시,남구,광주광역시 남구 대남대로410번길 5-1
더매쓰학원,교육,일반 교육,첨단2동,광주광역시,광산구,광주광역시 광산구 월계로 173
더제이컴퍼니,과학·기술,광고,하남동,광주광역시,광산구,광주광역시 광산구 하남산단3번로 137
바른야채,소매,식료품 소매,송정2동,광주광역시,광산구,광주광역시 광산구 송정로29번길 64
초연회수산물,음식,한식,화정1동,광주광역시,서구,광주광역시 서구 내방로306번길 3
들꽃상담센터,교육,교육 지원,운암1동,광주광역시,북구,광주광역시 북구 서강로 77-1
숨래쉬,수리·개인,이용·미용,건국동,광주광역시,북구,광주광역시 북구 첨단과기로208번길 43-10
탁뷰티,수리·개인,이용·미용,신창동,광주광역시,광산구,광주광역시 광산구 신창로138번길 23-6
포레디움필라테스,교육,기타 교육,중흥동,광주광역시,북구,광주광역시 북구 향토문화로12번길 9
씨유어반,소매,종합 소매,농성1동,광주광역시,서구,광주광역시 서구 죽봉대로 62
김냇과,음식,비알코올 ,충장동,광주광역시,동구,광주광역시 동구 구성로204번길 13
명장고등어집,음식,한식,평동,광주광역시,광산구,광주광역시 광산구 평동로 792
문,음식,주점,봉선2동,광주광역시,남구,광주광역시 남구 봉선2로 39-6
국대찜닭광산점,음식,한식,월곡1동,광주광역시,광산구,광주광역시 광산구 월곡중앙로13번길 8-17
능이애꽃,음식,한식,문흥1동,광주광역시,북구,광주광역시 북구 문산로 96-1
하남365장어구이,음식,한식,하남동,광주광역시,광산구,광주광역시 광산구 하남마항로 32
7번가피자,음식,기타 간이,용봉동,광주광역시,북구,광주광역시 북구 용봉택지로 42
꽃순이,음식,한식,주월2동,광주광역시,남구,광주광역시 남구 군분로 8-1
컴인워시광주송정공항역점,수리·개인,자동차 수리·세차,신흥동,광주광역시,광산구,광주광역시 광산구 상무대로 399
청일연,과학·기술,본사·경영 컨설팅,비아동,광주광역시,광산구,광주광역시 광산구 임방울대로 492
도그마캣광주상무,소매,애완동물·용품 소매,치평동,광주광역시,서구,광주광역시 서구 시청로 67
해남통신,소매,가전·통신 소매,충장동,광주광역시,동구,광주광역시 동구 제봉로200번길 10
강진수산,소매,식료품 소매,우산동,광주광역시,북구,광주광역시 북구 동문대로85번길 12
클린센스,수리·개인,세탁,비아동,광주광역시,광산구,광주광역시 광산구 비아안길 100-12
행복,예술·스포츠,유원지·오락,화정2동,광주광역시,서구,광주광역시 서구 화정로 249
스타,음식,주점,두암3동,광주광역시,북구,광주광역시 북구 밤실로 172
브리티갤러리카페,음식,비알코올 ,농성2동,광주광역시,서구,광주광역시 서구 대남대로 440
처갓집양념치킨,음식,기타 간이,봉선1동,광주광역시,남구,광주광역시 남구 대남대로171번길 7
모덴,과학·기술,기술 서비스,오치1동,광주광역시,북구,광주광역시 북구 송월로 1-3
광명전기,수리·개인,가전제품 수리,사직동,광주광역시,남구,광주광역시 남구 제중로 134
명가수산,소매,식료품 소매,어룡동,광주광역시,광산구,광주광역시 광산구 소촌로86번길 4
고기퍼주는김치찌게&찜,음식,한식,상무1동,광주광역시,서구,광주광역시 서구 상무대로955번길 17-3
메이클럽학생복,소매,기타 상품 소매,상무2동,광주광역시,서구,광주광역시 서구 운천로 104-1
배불뚝이,음식,한식,동림동,광주광역시,북구,광주광역시 북구 북문대로232번길 3-10
디제이모터스,수리·개인,자동차 수리·세차,비아동,광주광역시,광산구,광주광역시 광산구 북문대로 559
우이락광주,음식,주점,첨단1동,광주광역시,광산구,광주광역시 광산구 임방울대로801번길 29
원글로벌기획,시설관리·임대,기타 사업 서비스,동명동,광주광역시,동구,광주광역시 동구 필문대로273번길 5
돼지세끼,음식,한식,진월동,광주광역시,남구,광주광역시 남구 광복마을길 9
신스타컴퍼니,음식,한식,봉선1동,광주광역시,남구,광주광역시 남구 봉선중앙로 130
초이스호프,음식,주점,용봉동,광주광역시,북구,광주광역시 북구 용봉택지로 78
제이푸드시스템,음식,한식,양산동,광주광역시,북구,광주광역시 북구 양산택지로51번길 24
자연식당,음식,한식,임동,광주광역시,북구,광주광역시 북구 임동로 22-1
호진글로벌컴퍼니,소매,종합 소매,대촌동,광주광역시,남구,광주광역시 남구 포충로 133
하하축산,소매,식료품 소매,수완동,광주광역시,광산구,광주광역시 광산구 임방울대로358번길 20
에스손길헤어,수리·개인,이용·미용,수완동,광주광역시,광산구,광주광역시 광산구 풍영로169번길 16
다나필라테스수완,교육,기타 교육,하남동,광주광역시,광산구,광주광역시 광산구 용아로379번길 45
한컷스튜디오,과학·기술,사진 촬영,신창동,광주광역시,광산구,광주광역시 광산구 신창로 130
예진푸드,음식,기타 간이,운암1동,광주광역시,북구,광주광역시 북구 서강로 52
윰필라테스,교육,기타 교육,비아동,광주광역시,광산구,광주광역시 광산구 북문대로 619-54
퍼스트디앤씨,부동산,부동산 서비스,양산동,광주광역시,북구,광주광역시 북구 첨단연신로 45
클린하우징,시설관리·임대,청소·방제,산수2동,광주광역시,동구,광주광역시 동구 필문대로159번길 15-13
조수진수학전문학원,교육,일반 교육,수완동,광주광역시,광산구,광주광역시 광산구 장신로147번길 6
샵#909090,음식,비알코올 ,오치1동,광주광역시,북구,광주광역시 북구 서하로257번길 11
플레이스85휘트니스,예술·스포츠,스포츠 서비스,수완동,광주광역시,광산구,광주광역시 광산구 장신로 85
에이치엔케이,과학·기술,광고,건국동,광주광역시,북구,광주광역시 북구 첨단과기로208번길 17-17
수목금토,과학·기술,전문 디자인,치평동,광주광역시,서구,광주광역시 서구 시청로 67
아지트당구클럽,예술·스포츠,스포츠 서비스,일곡동,광주광역시,북구,광주광역시 북구 설죽로 518-8
따봉시래기,음식,한식,치평동,광주광역시,서구,광주광역시 서구 상무연하로 66
한정식고담,음식,한식,치평동,광주광역시,서구,광주광역시 서구 상무연하로 16
레이저아레나,예술·스포츠,유원지·오락,충장동,광주광역시,동구,광주광역시 동구 충장로안길 40-2
선영샘수학교습소,교육,일반 교육,신창동,광주광역시,광산구,광주광역시 광산구 왕버들로251번길 27
