bizesNm,indsLclsNm,indsMclsNm,sigunguNm,sigunguDetailNm,adongNm,rdnAdr,indsSclsNm,ctprvnNm,signguNm
코코호도,음식,기타 간이,경기도,수원시 권선구,금곡동,경기도 수원시 권선구 금곡로 46,미제공,미제공,미제공
태뭉,음식,한식,경기도,수원시 팔달구,매산동,경기도 수원시 팔달구 향교로 50,미제공,미제공,미제공
선비칼국수수원,음식,한식,경기도,수원시 팔달구,우만1동,경기도 수원시 팔달구 창룡대로210번길 41,미제공,미제공,미제공
픽미픽미아이스센트라우스점,소매,종합 소매,경기도,수원시 권선구,서둔동,경기도 수원시 권선구 세화로168번길 16,미제공,미제공,미제공
이솜베이커리,음식,기타 간이,경기도,수원시 팔달구,행궁동,경기도 수원시 팔달구 신풍로 57,미제공,미제공,미제공
꽃희화,소매,식물 소매,경기도,수원시 팔달구,화서1동,경기도 수원시 팔달구 덕영대로803번길 21,미제공,미제공,미제공
코끼리밀관,음식,기타 간이,경기도,수원시 영통구,영통2동,경기도 수원시 영통구 신원로 88,미제공,미제공,미제공
그놈포차수원,음식,주점,경기도,수원시 권선구,금곡동,경기도 수원시 권선구 금곡로212번길 13,미제공,미제공,미제공
대현공인중개사사무소,부동산,부동산 서비스,경기도,수원시 권선구,서둔동,경기도 수원시 권선구 세화로141번길 10-2,미제공,미제공,미제공
심심한심작가,음식,비알코올 ,경기도,수원시 영통구,망포1동,경기도 수원시 영통구 영통로174번길 79,미제공,미제공,미제공
그린,소매,식물 소매,경기도,수원시 권선구,입북동,경기도 수원시 권선구 당진로15번길 19-15,미제공,미제공,미제공
자담치킨수원,음식,기타 간이,경기도,수원시 영통구,영통2동,경기도 수원시 영통구 권선로908번길 47,미제공,미제공,미제공
키노,음식,서양식,경기도,수원시 영통구,원천동,경기도 수원시 영통구 월드컵로193번길 43,미제공,미제공,미제공
이마트24R팔달,소매,종합 소매,경기도,수원시 팔달구,매산동,경기도 수원시 팔달구 매산로92번길 12,미제공,미제공,미제공
에이앤제이,음식,한식,경기도,수원시 권선구,평동,경기도 수원시 권선구 매송고색로 543,미제공,미제공,미제공
키타야,음식,일식,경기도,수원시 팔달구,매산동,경기도 수원시 팔달구 덕영대로895번길 22-15,미제공,미제공,미제공
중앙게임장,예술·스포츠,유원지·오락,경기도,수원시 팔달구,매산동,경기도 수원시 팔달구 덕영대로 923-18,미제공,미제공,미제공
오;늘초밥,음식,일식,경기도,수원시 팔달구,매산동,경기도 수원시 팔달구 덕영대로 913,미제공,미제공,미제공
전광염소탕,음식,한식,경기도,수원시 팔달구,화서1동,경기도 수원시 팔달구 동말로67번길 5,미제공,미제공,미제공
제이제이헤어,수리·개인,이용·미용,경기도,수원시 권선구,세류3동,경기도 수원시 권선구 장다리로 37,미제공,미제공,미제공
안경박사,소매,안경·정밀기기 소매,경기도,수원시 권선구,권선2동,경기도 수원시 권선구 덕영대로1201번길 8,미제공,미제공,미제공
소인디자인스튜디오,과학·기술,전문 디자인,경기도,수원시 장안구,조원1동,경기도 수원시 장안구 경수대로844번길 30-7,미제공,미제공,미제공
나우온브레드,음식,기타 간이,경기도,수원시 권선구,금곡동,경기도 수원시 권선구 서수원로577번길 305,미제공,미제공,미제공
여유,숙박,일반 숙박,경기도,수원시 팔달구,화서1동,경기도 수원시 팔달구 동말로48번길 26,미제공,미제공,미제공
아람참치,음식,일식,경기도,수원시 장안구,율천동,경기도 수원시 장안구 화산로233번길 42,미제공,미제공,미제공
고래꼬마김밥,음식,기타 간이,경기도,수원시 팔달구,매교동,경기도 수원시 팔달구 정조로 659,미제공,미제공,미제공
101번지남산돈까스망포판타지움점,음식,일식,경기도,수원시 영통구,영통2동,경기도 수원시 영통구 덕영대로 1566,미제공,미제공,미제공
고기싸롱정자,음식,한식,경기도,수원시 장안구,영화동,경기도 수원시 장안구 수성로 270,미제공,미제공,미제공
추억속으로,음식,주점,경기도,수원시 영통구,영통3동,경기도 수원시 영통구 청명남로 39,미제공,미제공,미제공
포트캔커피,음식,비알코올 ,경기도,수원시 장안구,파장동,경기도 수원시 장안구 파장로82번길 3,미제공,미제공,미제공
티엑스솔루션,과학·기술,본사·경영 컨설팅,경기도,수원시 팔달구,행궁동,경기도 수원시 팔달구 창룡대로 24,미제공,미제공,미제공
큰들,음식,한식,경기도,수원시 권선구,구운동,경기도 수원시 권선구 일월천로4번길 15-7,미제공,미제공,미제공
오브세션,음식,비알코올 ,경기도,수원시 영통구,광교2동,경기도 수원시 영통구 법조로149번길 113,미제공,미제공,미제공
에러퍼펙트,수리·개인,이용·미용,경기도,수원시 팔달구,인계동,경기도 수원시 팔달구 효원로265번길 18,미제공,미제공,미제공
수원전담고색점,소매,종합 소매,경기도,수원시 권선구,평동,경기도 수원시 권선구 산업로 180,미제공,미제공,미제공
수원에어컨가스충전,수리·개인,가전제품 수리,경기도,수원시 장안구,조원1동,경기도 수원시 장안구 조원로112번길 2,미제공,미제공,미제공
유캔필라테스,교육,기타 교육,경기도,수원시 영통구,원천동,경기도 수원시 영통구 광교호수공원로 277,미제공,미제공,미제공
세븐수원정자의료원점,소매,종합 소매,경기도,수원시 장안구,정자2동,경기도 수원시 장안구 장안로75번길 61,미제공,미제공,미제공
청소문화광교,시설관리·임대,청소·방제,경기도,수원시 영통구,원천동,경기도 수원시 영통구 삼성로277번길 29-27,미제공,미제공,미제공
기찬밥상,음식,한식,경기도,수원시 권선구,권선1동,경기도 수원시 권선구 권광로92번길 10,미제공,미제공,미제공
그린빌114공인중개사사무소,부동산,부동산 서비스,경기도,수원시 영통구,매탄3동,경기도 수원시 영통구 동탄원천로915번길 33,미제공,미제공,미제공
민호식품점,소매,종합 소매,경기도,수원시 장안구,파장동,경기도 수원시 장안구 파장천로25번길 22-1,미제공,미제공,미제공
타코앤호두,음식,서양식,경기도,수원시 장안구,영화동,경기도 수원시 장안구 수성로258번길 29,미제공,미제공,미제공
이철모델링,과학·기술,전문 디자인,경기도,수원시 장안구,율천동,경기도 수원시 장안구 덕영대로407번길 34-6,미제공,미제공,미제공
오션디티,시설관리·임대,여행사·보조,경기도,수원시 팔달구,인계동,경기도 수원시 팔달구 효원로 257,미제공,미제공,미제공
와~한잔해,음식,한식,경기도,수원시 팔달구,화서1동,경기도 수원시 팔달구 동말로38번길 9-7,미제공,미제공,미제공
타이앤아로마,수리·개인,욕탕·신체관리,경기도,수원시 권선구,금곡동,경기도 수원시 권선구 금곡로 193,미제공,미제공,미제공
빅스몰닷,과학·기술,본사·경영 컨설팅,경기도,수원시 팔달구,매산동,경기도 수원시 팔달구 갓매산로 2-7,미제공,미제공,미제공
강한안전지도사사무소,과학·기술,기술 서비스,경기도,수원시 팔달구,매교동,경기도 수원시 팔달구 효원로55번길 51,미제공,미제공,미제공
벨르엣미,수리·개인,이용·미용,경기도,수원시 권선구,호매실동,경기도 수원시 권선구 호매실로90번길 49,미제공,미제공,미제공
더타임호프,음식,주점,경기도,수원시 팔달구,화서1동,경기도 수원시 팔달구 팔달로130번길 9,미제공,미제공,미제공
아이스크림청명점,소매,종합 소매,경기도,수원시 영통구,영통1동,경기도 수원시 영통구 청명북로 83,미제공,미제공,미제공
세무법인함께,과학·기술,회계·세무,경기도,수원시 영통구,광교2동,경기도 수원시 영통구 법조로 25,미제공,미제공,미제공
호떡이랑붕어,음식,기타 간이,경기도,수원시 권선구,평동,경기도 수원시 권선구 매송고색로 688-3,미제공,미제공,미제공
위더뷰레지던스,숙박,일반 숙박,경기도,수원시 팔달구,매산동,경기도 수원시 팔달구 향교로1번길 8,미제공,미제공,미제공
리틀꼬마김밥화서역,음식,기타 간이,경기도,수원시 장안구,정자2동,경기도 수원시 장안구 수성로157번길 60,미제공,미제공,미제공
은화숲,소매,식물 소매,경기도,수원시 장안구,연무동,경기도 수원시 장안구 창룡대로 173,미제공,미제공,미제공
구들짱황소곱창,음식,한식,경기도,수원시 영통구,영통2동,경기도 수원시 영통구 영통로218번길 6,미제공,미제공,미제공
컴포즈커피수원,음식,비알코올 ,경기도,수원시 장안구,송죽동,경기도 수원시 장안구 경수대로973번길 18,미제공,미제공,미제공
네일블링블링,수리·개인,이용·미용,경기도,수원시 장안구,영화동,경기도 수원시 장안구 장안로 23-1,미제공,미제공,미제공
한복스튜디오혜윤,시설관리·임대,가정용품 대여,경기도,수원시 권선구,곡선동,경기도 수원시 권선구 곡반정로 160,미제공,미제공,미제공
바다양푼이동태탕,음식,한식,경기도,수원시 권선구,곡선동,경기도 수원시 권선구 곡선로50번길 45-13,미제공,미제공,미제공
먹고보자양꼬치,음식,중식,경기도,수원시 팔달구,고등동,경기도 수원시 팔달구 고매로 7,미제공,미제공,미제공
살롱이플,수리·개인,이용·미용,경기도,수원시 권선구,곡선동,경기도 수원시 권선구 동수원로146번길 165,미제공,미제공,미제공
별하헤어룸,수리·개인,이용·미용,경기도,수원시 장안구,정자1동,경기도 수원시 장안구 장안로 271,미제공,미제공,미제공
힐링,수리·개인,이용·미용,경기도,수원시 팔달구,우만1동,경기도 수원시 팔달구 팔달문로130번길 70,미제공,미제공,미제공
찐하오마라탕,음식,중식,경기도,수원시 권선구,호매실동,경기도 수원시 권선구 호매실로90번길 57,미제공,미제공,미제공
버텍스종합운동장점,음식,한식,경기도,수원시 장안구,정자2동,경기도 수원시 장안구 정조로 979,미제공,미제공,미제공
제이투케이,과학·기술,전문 디자인,경기도,수원시 권선구,권선1동,경기도 수원시 권선구 권선로 701,미제공,미제공,미제공
스타트,음식,주점,경기도,수원시 영통구,매탄4동,경기도 수원시 영통구 매탄로 170,미제공,미제공,미제공
애니카랜드,수리·개인,자동차 수리·세차,경기도,수원시 권선구,서둔동,경기도 수원시 권선구 수인로 177,미제공,미제공,미제공
뷰티스테이두피에스테틱,소매,의약·화장품 소매,경기도,수원시 영통구,광교2동,경기도 수원시 영통구 법조로 25,미제공,미제공,미제공
피오리레헤어,수리·개인,이용·미용,경기도,수원시 권선구,세류1동,경기도 수원시 권선구 세류로 30,미제공,미제공,미제공
결이다른다이어트,수리·개인,욕탕·신체관리,경기도,수원시 팔달구,인계동,경기도 수원시 팔달구 권광로 181,미제공,미제공,미제공
