bizesNm,indsLclsNm,indsMclsNm,sigunguNm,sigunguDetailNm,adongNm,rdnAdr,indsSclsNm,ctprvnNm,signguNm
프롬사운드,시설관리·임대,가정용품 대여,경기도,수원시 권선구,곡선동,경기도 수원시 권선구 경수대로54번길 91-11,미제공,미제공,미제공
살루스엠앤아이,과학·기술,본사·경영 컨설팅,경기도,수원시 영통구,영통2동,경기도 수원시 영통구 신원로 88,미제공,미제공,미제공
서문씨유,소매,종합 소매,경기도,수원시 팔달구,고등동,경기도 수원시 팔달구 고등로 15,미제공,미제공,미제공
갤러리아광교DKNY남성이성영,소매,섬유·의복·신발 소매,경기도,수원시 영통구,광교2동,경기도 수원시 영통구 광교중앙로 124,미제공,미제공,미제공
데상트갤러리아,소매,섬유·의복·신발 소매,경기도,수원시 영통구,광교2동,경기도 수원시 영통구 광교중앙로 124,미제공,미제공,미제공
태풍점핑클럽,교육,기타 교육,경기도,수원시 팔달구,고등동,경기도 수원시 팔달구 팔달로 63,미제공,미제공,미제공
케이에스비씨,과학·기술,본사·경영 컨설팅,경기도,수원시 영통구,영통3동,경기도 수원시 영통구 반달로7번길 16,미제공,미제공,미제공
봄봄온누리약국,소매,의약·화장품 소매,경기도,수원시 팔달구,인계동,경기도 수원시 팔달구 인계로 104,미제공,미제공,미제공
대한요로생식기감염학회,과학·기술,광고,경기도,수원시 팔달구,지동,경기도 수원시 팔달구 중부대로 93,미제공,미제공,미제공
효분당,음식,한식,경기도,수원시 영통구,광교2동,경기도 수원시 영통구 광교중앙로 124,미제공,미제공,미제공
본,교육,기타 교육,경기도,수원시 영통구,영통3동,경기도 수원시 영통구 봉영로 1617,미제공,미제공,미제공
이지우영어학원,교육,일반 교육,경기도,수원시 장안구,조원2동,경기도 수원시 장안구 경수대로 940,미제공,미제공,미제공
YB애드,과학·기술,광고,경기도,수원시 팔달구,지동,경기도 수원시 팔달구 세지로283번길 1,미제공,미제공,미제공
단지내탑238-1114공인중개사무소,부동산,부동산 서비스,경기도,수원시 팔달구,매교동,경기도 수원시 팔달구 효원로93번길 33,미제공,미제공,미제공
에이스침대갤러리아,소매,가구 소매,경기도,수원시 영통구,광교2동,경기도 수원시 영통구 광교중앙로 124,미제공,미제공,미제공
에이스노래연습장,예술·스포츠,유원지·오락,경기도,수원시 권선구,구운동,경기도 수원시 권선구 금호로 199-1,미제공,미제공,미제공
씨엔케이이엔씨,과학·기술,기술 서비스,경기도,수원시 영통구,영통2동,경기도 수원시 영통구 영통로 237,미제공,미제공,미제공
잭니클라우스,소매,섬유·의복·신발 소매,경기도,수원시 권선구,서둔동,경기도 수원시 권선구 세화로 124,미제공,미제공,미제공
이룰성컴퍼니,과학·기술,본사·경영 컨설팅,경기도,수원시 영통구,원천동,경기도 수원시 영통구 신원로250번길 13,미제공,미제공,미제공
연무이공,음식,서양식,경기도,수원시 장안구,연무동,경기도 수원시 장안구 경수대로753번길 30,미제공,미제공,미제공
이쁜것들,소매,가전·통신 소매,경기도,수원시 팔달구,매산동,경기도 수원시 팔달구 덕영대로 907-65,미제공,미제공,미제공
갤러리아내셔널지오그래픽,소매,섬유·의복·신발 소매,경기도,수원시 영통구,광교2동,경기도 수원시 영통구 광교중앙로 124,미제공,미제공,미제공
베네통키즈,소매,섬유·의복·신발 소매,경기도,수원시 영통구,광교2동,경기도 수원시 영통구 광교호수공원로 320,미제공,미제공,미제공
오가닉맘,소매,섬유·의복·신발 소매,경기도,수원시 영통구,광교2동,경기도 수원시 영통구 광교중앙로 124,미제공,미제공,미제공
엠엘비,소매,섬유·의복·신발 소매,경기도,수원시 권선구,서둔동,경기도 수원시 권선구 세화로 134,미제공,미제공,미제공
산업전기관리공사,과학·기술,기술 서비스,경기도,수원시 권선구,평동,경기도 수원시 권선구 매송고색로 875-1,미제공,미제공,미제공
온유수입코너,소매,기타 생활용품 소매,경기도,수원시 팔달구,화서1동,경기도 수원시 팔달구 팔달로107번길 60,미제공,미제공,미제공
모퉁이,음식,비알코올 ,경기도,수원시 장안구,정자3동,경기도 수원시 장안구 서부로2168번길 13-10,미제공,미제공,미제공
김밥천국,음식,기타 간이,경기도,수원시 권선구,평동,경기도 수원시 권선구 온정로9번길 11,미제공,미제공,미제공
비비씨빌보드빌리어드클럽,예술·스포츠,스포츠 서비스,경기도,수원시 권선구,서둔동,경기도 수원시 권선구 금호로 210,미제공,미제공,미제공
디자인쏘울광교,과학·기술,전문 디자인,경기도,수원시 영통구,광교2동,경기도 수원시 영통구 법조로149번길 238-1,미제공,미제공,미제공
영가스파르타센터수원학원,교육,일반 교육,경기도,수원시 영통구,영통2동,경기도 수원시 영통구 덕영대로 1545,미제공,미제공,미제공
수원에어컨,수리·개인,가전제품 수리,경기도,수원시 권선구,서둔동,경기도 수원시 권선구 세화로161번길 22,미제공,미제공,미제공
미연이네,소매,섬유·의복·신발 소매,경기도,수원시 권선구,서둔동,경기도 수원시 권선구 서호동로26번길 14,미제공,미제공,미제공
지성,음식,주점,경기도,수원시 권선구,권선1동,경기도 수원시 권선구 경수대로384번길 9,미제공,미제공,미제공
새벽국어교습소,교육,일반 교육,경기도,수원시 장안구,율천동,경기도 수원시 장안구 정자천로13번길 21,미제공,미제공,미제공
엄지네꼬마김밥,음식,기타 간이,경기도,수원시 장안구,정자3동,경기도 수원시 장안구 정자천로 187,미제공,미제공,미제공
에스케이마젤란공인중개사사무소,부동산,부동산 서비스,경기도,수원시 영통구,망포1동,경기도 수원시 영통구 영통로154번길 116,미제공,미제공,미제공
박세군공인행정사사무소,과학·기술,법무관련 ,경기도,수원시 권선구,호매실동,경기도 수원시 권선구 호매실로104번길 90,미제공,미제공,미제공
토니치킨,음식,기타 간이,경기도,수원시 영통구,영통3동,경기도 수원시 영통구 매영로310번길 36,미제공,미제공,미제공
변호사서옥필법률사무소,과학·기술,법무관련 ,경기도,수원시 영통구,광교2동,경기도 수원시 영통구 법조로149번길 150,미제공,미제공,미제공
치우공방,수리·개인,기타 가정용품 수리,경기도,수원시 장안구,영화동,경기도 수원시 장안구 영화로50번길 31,미제공,미제공,미제공
포레스트,음식,비알코올 ,경기도,수원시 권선구,호매실동,경기도 수원시 권선구 칠보로88번길 122,미제공,미제공,미제공
에이투렌트카권선지점,시설관리·임대,운송장비 대여,경기도,수원시 권선구,곡선동,경기도 수원시 권선구 세권로304번길 62,미제공,미제공,미제공
세븐트레저스,과학·기술,광고,경기도,수원시 권선구,호매실동,경기도 수원시 권선구 칠보로129번길 13,미제공,미제공,미제공
함풍종가식당,음식,한식,경기도,수원시 팔달구,매산동,경기도 수원시 팔달구 효원로15번길 27-8,미제공,미제공,미제공
지유,과학·기술,본사·경영 컨설팅,경기도,수원시 권선구,평동,경기도 수원시 권선구 평동로79번길 45,미제공,미제공,미제공
수원탑마취통증의학과,보건의료,의원,경기도,수원시 팔달구,우만2동,경기도 수원시 팔달구 중부대로 249,미제공,미제공,미제공
유니나,시설관리·임대,청소·방제,경기도,수원시 권선구,곡선동,경기도 수원시 권선구 세권로304번길 62,미제공,미제공,미제공
감탄떡볶이아주대학교점,음식,기타 간이,경기도,수원시 영통구,원천동,경기도 수원시 영통구 월드컵로 206,미제공,미제공,미제공
찜닭의전설,음식,한식,경기도,수원시 영통구,매탄2동,경기도 수원시 영통구 매영로 29,미제공,미제공,미제공
독도는회우리땅,음식,한식,경기도,수원시 장안구,영화동,경기도 수원시 장안구 장안로63번길 33,미제공,미제공,미제공
더고기,소매,식료품 소매,경기도,수원시 장안구,정자2동,경기도 수원시 장안구 대평로 27,미제공,미제공,미제공
옥다방,음식,비알코올 ,경기도,수원시 팔달구,행궁동,경기도 수원시 팔달구 정조로 857,미제공,미제공,미제공
엘지공인중개사사무소,부동산,부동산 서비스,경기도,수원시 팔달구,화서2동,경기도 수원시 팔달구 정자천로32번길 20,미제공,미제공,미제공
대박빈대떡,음식,주점,경기도,수원시 권선구,권선2동,경기도 수원시 권선구 권중로56번길 27,미제공,미제공,미제공
하나로종합상사,소매,철물·건설자재 소매,경기도,수원시 권선구,구운동,경기도 수원시 권선구 구운로 46-1,미제공,미제공,미제공
미르,소매,의약·화장품 소매,경기도,수원시 권선구,권선1동,경기도 수원시 권선구 효원로 208,미제공,미제공,미제공
에이앤티바이크,수리·개인,모터사이클 수리,경기도,수원시 영통구,매탄3동,경기도 수원시 영통구 신원로211번길 19,미제공,미제공,미제공
내집처럼,음식,한식,경기도,수원시 영통구,원천동,경기도 수원시 영통구 신원로250번길 73-14,미제공,미제공,미제공
온포차,소매,식료품 소매,경기도,수원시 영통구,원천동,경기도 수원시 영통구 신원로250번길 63,미제공,미제공,미제공
과일정원,소매,식료품 소매,경기도,수원시 팔달구,화서1동,경기도 수원시 팔달구 덕영대로803번길 43,미제공,미제공,미제공
롤링핀수원아이파크시티점,음식,기타 간이,경기도,수원시 권선구,권선2동,경기도 수원시 권선구 동수원로177번길 40,미제공,미제공,미제공
명품황소생곱창,음식,한식,경기도,수원시 장안구,연무동,경기도 수원시 장안구 창훈로 63-1,미제공,미제공,미제공
최고당돈가스수원천천점,음식,일식,경기도,수원시 장안구,정자3동,경기도 수원시 장안구 만석로5번길 6,미제공,미제공,미제공
연세보청기,소매,의약·화장품 소매,경기도,수원시 장안구,파장동,경기도 수원시 장안구 파장로 82,미제공,미제공,미제공
한국마트,소매,종합 소매,경기도,수원시 영통구,망포1동,경기도 수원시 영통구 영통로90번길 4-16,미제공,미제공,미제공
행궁공방,소매,장식품 소매,경기도,수원시 팔달구,행궁동,경기도 수원시 팔달구 행궁로 31-3,미제공,미제공,미제공
광교SK뷰공인중개사사무소,부동산,부동산 서비스,경기도,수원시 영통구,광교1동,경기도 수원시 영통구 에듀타운로 102,미제공,미제공,미제공
스테이지샵,소매,섬유·의복·신발 소매,경기도,수원시 장안구,정자3동,경기도 수원시 장안구 만석로19번길 41-9,미제공,미제공,미제공
초이스베이프,소매,담배 소매,경기도,수원시 장안구,조원2동,경기도 수원시 장안구 경수대로 950,미제공,미제공,미제공
꼬마김밥B07,음식,기타 간이,경기도,수원시 영통구,영통1동,경기도 수원시 영통구 봉영로1744번길 11,미제공,미제공,미제공
개미분식,음식,기타 간이,경기도,수원시 팔달구,매산동,경기도 수원시 팔달구 향교로 36,미제공,미제공,미제공
새가위소리미용실,수리·개인,이용·미용,경기도,수원시 권선구,세류3동,경기도 수원시 권선구 권선로545번길 9,미제공,미제공,미제공
김순덕수학교습소,교육,일반 교육,경기도,수원시 장안구,정자1동,경기도 수원시 장안구 장안로 232,미제공,미제공,미제공
퓨로사이클,시설관리·임대,기타 사업 서비스,경기도,안산시 단원구,백운동,경기도 안산시 단원구 연수원로 87,미제공,미제공,미제공
부부분식,음식,기타 간이,경기도,수원시 영통구,매탄3동,경기도 수원시 영통구 인계로270번길 8,미제공,미제공,미제공
슛돌이스포츠,소매,섬유·의복·신발 소매,경기도,수원시 권선구,평동,경기도 수원시 권선구 고색로54번길 44-3,미제공,미제공,미제공
약산조성자흑염소,음식,한식,경기도,수원시 권선구,서둔동,경기도 수원시 권선구 탑동로47번길 66,미제공,미제공,미제공
가나안세탁소,수리·개인,세탁,경기도,수원시 권선구,세류3동,경기도 수원시 권선구 정조로566번길 34,미제공,미제공,미제공
형제통신,소매,가전·통신 소매,경기도,수원시 팔달구,우만2동,경기도 수원시 팔달구 중부대로223번길 65,미제공,미제공,미제공
페블,음식,비알코올 ,경기도,수원시 팔달구,인계동,경기도 수원시 팔달구 경수대로428번길 31,미제공,미제공,미제공
하늘;봄네일,수리·개인,이용·미용,경기도,수원시 권선구,권선1동,경기도 수원시 권선구 권선로 708-9,미제공,미제공,미제공
가륜여행사,시설관리·임대,여행사·보조,경기도,수원시 팔달구,매산동,경기도 수원시 팔달구 덕영대로943번길 30,미제공,미제공,미제공
가츠스시,음식,일식,경기도,수원시 팔달구,우만2동,경기도 수원시 팔달구 중부대로239번길 5,미제공,미제공,미제공
오월떡볶이,음식,기타 간이,경기도,수원시 장안구,정자1동,경기도 수원시 장안구 정자로130번길 25-4,미제공,미제공,미제공
경인행정사,과학·기술,법무관련 ,경기도,수원시 영통구,원천동,경기도 수원시 영통구 월드컵로97번길 67,미제공,미제공,미제공
스타아트교육센터,교육,기타 교육,경기도,수원시 영통구,영통2동,경기도 수원시 영통구 영통로200번길 21,미제공,미제공,미제공
에벤에셀,소매,식료품 소매,경기도,수원시 팔달구,화서1동,경기도 수원시 팔달구 동말로 72,미제공,미제공,미제공
화이트캐슬,예술·스포츠,유원지·오락,경기도,수원시 팔달구,인계동,경기도 수원시 팔달구 경수대로446번길 62,미제공,미제공,미제공
디다이브,소매,오락용품 소매,경기도,수원시 팔달구,인계동,경기도 수원시 팔달구 인계로 140,미제공,미제공,미제공
오늘뷰티,수리·개인,이용·미용,경기도,수원시 팔달구,인계동,경기도 수원시 팔달구 경수대로446번길 42,미제공,미제공,미제공
영천전파사,수리·개인,가전제품 수리,경기도,수원시 권선구,세류2동,경기도 수원시 권선구 세권로 38-1,미제공,미제공,미제공
서광유리,소매,기타 생활용품 소매,경기도,수원시 팔달구,매산동,경기도 수원시 팔달구 매산로 2-10,미제공,미제공,미제공
우리바이크,소매,오락용품 소매,경기도,수원시 권선구,권선1동,경기도 수원시 권선구 권선로 720,미제공,미제공,미제공
탑클라우드,숙박,일반 숙박,경기도,수원시 장안구,영화동,경기도 수원시 장안구 수성로350번길 13,미제공,미제공,미제공
루소홈,음식,비알코올 ,경기도,수원시 팔달구,행궁동,경기도 수원시 팔달구 수원천로 367,미제공,미제공,미제공
랑데뷰노래빠,음식,주점,경기도,수원시 장안구,영화동,경기도 수원시 장안구 수성로364번길 39,미제공,미제공,미제공
K헤어,수리·개인,이용·미용,경기도,수원시 권선구,금곡동,경기도 수원시 권선구 금곡로212번길 14,미제공,미제공,미제공
삼성엔솔,과학·기술,기술 서비스,경기도,수원시 영통구,영통2동,경기도 수원시 영통구 신원로 55,미제공,미제공,미제공
대영공인중개사사무소,부동산,부동산 서비스,경기도,수원시 영통구,매탄4동,경기도 수원시 영통구 산남로21번길 2,미제공,미제공,미제공
대한레저스포츠이벤트경기본부한올청소년교육문화연구소,예술·스포츠,유원지·오락,경기도,수원시 권선구,호매실동,경기도 수원시 권선구 금호로 25,미제공,미제공,미제공
루나&티아라뷰티,소매,의약·화장품 소매,경기도,수원시 팔달구,인계동,경기도 수원시 팔달구 효원로193번길 11,미제공,미제공,미제공
제일건강원,소매,식료품 소매,경기도,수원시 장안구,정자1동,경기도 수원시 장안구 만석로103번길 30,미제공,미제공,미제공
가보자해피,수리·개인,이용·미용,경기도,수원시 권선구,구운동,경기도 수원시 권선구 일월천로 6,미제공,미제공,미제공
북문만화,시설관리·임대,가정용품 대여,경기도,수원시 장안구,영화동,경기도 수원시 장안구 정조로 918,미제공,미제공,미제공
오디오앤택,소매,자동차 부품 소매,경기도,수원시 권선구,곡선동,경기도 수원시 권선구 동수원로36번길 9,미제공,미제공,미제공
맛디아헤어,수리·개인,이용·미용,경기도,수원시 장안구,연무동,경기도 수원시 장안구 월드컵로 425-2,미제공,미제공,미제공
알엔에이,과학·기술,기타 전문 과학,경기도,수원시 영통구,영통3동,경기도 수원시 영통구 봉영로 1612,미제공,미제공,미제공
타마시헤어,수리·개인,이용·미용,경기도,수원시 팔달구,매산동,경기도 수원시 팔달구 매산로 22-1,미제공,미제공,미제공
그집석쇠불고기,음식,한식,경기도,수원시 영통구,광교1동,경기도 수원시 영통구 대학1로8번길 91,미제공,미제공,미제공
미래판촉물인쇄,소매,장식품 소매,경기도,수원시 장안구,파장동,경기도 수원시 장안구 파장로68번길 62,미제공,미제공,미제공
민낯,소매,의약·화장품 소매,경기도,수원시 팔달구,화서2동,경기도 수원시 팔달구 수성로157번길 5-30,미제공,미제공,미제공
숙이네옷방,소매,섬유·의복·신발 소매,경기도,수원시 팔달구,매산동,경기도 수원시 팔달구 매산로 2-10,미제공,미제공,미제공
풍경인테리어,과학·기술,전문 디자인,경기도,수원시 권선구,세류3동,경기도 수원시 권선구 정조로 564,미제공,미제공,미제공
시크,소매,섬유·의복·신발 소매,경기도,수원시 팔달구,행궁동,경기도 수원시 팔달구 수원천로255번길 6,미제공,미제공,미제공
화인크리닝,수리·개인,세탁,경기도,수원시 장안구,조원2동,경기도 수원시 장안구 경수대로976번길 22,미제공,미제공,미제공
조훈이발,수리·개인,이용·미용,경기도,수원시 팔달구,우만1동,경기도 수원시 팔달구 팔달문로 159,미제공,미제공,미제공
비치바리,과학·기술,광고,경기도,수원시 권선구,세류1동,경기도 수원시 권선구 세권로 2,미제공,미제공,미제공
이앤제이인테리어필름,과학·기술,전문 디자인,경기도,수원시 장안구,연무동,경기도 수원시 장안구 연무로42번길 14-3,미제공,미제공,미제공
애플노래타운,예술·스포츠,유원지·오락,경기도,수원시 팔달구,인계동,경기도 수원시 팔달구 권광로187번길 31,미제공,미제공,미제공
기업세무회계경영자문,과학·기술,회계·세무,경기도,수원시 장안구,송죽동,경기도 수원시 장안구 송원로 39,미제공,미제공,미제공
램공방,음식,중식,경기도,수원시 장안구,정자3동,경기도 수원시 장안구 정자로 12,미제공,미제공,미제공
아이러브독강아지,소매,애완동물·용품 소매,경기도,수원시 영통구,영통3동,경기도 수원시 영통구 반달로 96,미제공,미제공,미제공
비타민휘트니스1,예술·스포츠,스포츠 서비스,경기도,수원시 장안구,영화동,경기도 수원시 장안구 수성로258번길 3,미제공,미제공,미제공
연수컴퍼니,시설관리·임대,기타 사업 서비스,경기도,수원시 권선구,평동,경기도 수원시 권선구 산업로156번길 142-10,미제공,미제공,미제공
믿음공인중개사사무소,부동산,부동산 서비스,경기도,수원시 권선구,곡선동,경기도 수원시 권선구 세권로316번길 15,미제공,미제공,미제공
샤론안경원,소매,안경·정밀기기 소매,경기도,수원시 권선구,구운동,경기도 수원시 권선구 수성로 47,미제공,미제공,미제공
토론하는아이들,교육,일반 교육,경기도,수원시 장안구,정자3동,경기도 수원시 장안구 정자로42번길 52,미제공,미제공,미제공
영미식당,음식,한식,경기도,수원시 장안구,송죽동,경기도 수원시 장안구 경수대로973번길 13-3,미제공,미제공,미제공
원네일,수리·개인,이용·미용,경기도,수원시 권선구,권선1동,경기도 수원시 권선구 세권로195번길 13,미제공,미제공,미제공
창의와공감,교육,일반 교육,경기도,수원시 영통구,영통3동,경기도 수원시 영통구 봉영로 1587,미제공,미제공,미제공
해광산업,과학·기술,기술 서비스,경기도,수원시 영통구,광교1동,경기도 수원시 영통구 창룡대로 260,미제공,미제공,미제공
수원연습실음악편지,교육,기타 교육,경기도,수원시 팔달구,지동,경기도 수원시 팔달구 중부대로 123,미제공,미제공,미제공
연변찹쌀순대,음식,기타 간이,경기도,수원시 팔달구,매산동,경기도 수원시 팔달구 갓매산로25번길 60-3,미제공,미제공,미제공
현대21,수리·개인,자동차 수리·세차,경기도,수원시 장안구,영화동,경기도 수원시 장안구 광교산로 48,미제공,미제공,미제공
파파존스피자,음식,기타 간이,경기도,수원시 영통구,광교1동,경기도 수원시 영통구 센트럴타운로 107,미제공,미제공,미제공
플랜포히어,과학·기술,전문 디자인,경기도,수원시 팔달구,행궁동,경기도 수원시 팔달구 화서문로 58,미제공,미제공,미제공
미러의원,보건의료,의원,경기도,수원시 영통구,광교1동,경기도 수원시 영통구 센트럴타운로 85,미제공,미제공,미제공
헬스템건강만석공원센터,소매,의약·화장품 소매,경기도,수원시 장안구,송죽동,경기도 수원시 장안구 정조로 1108-1,미제공,미제공,미제공
포자우베트남쌀국수,음식,동남아시아,경기도,수원시 장안구,연무동,경기도 수원시 장안구 월드컵로428번길 19,미제공,미제공,미제공
롯데수원비너스,소매,섬유·의복·신발 소매,경기도,수원시 권선구,서둔동,경기도 수원시 권선구 세화로 134,미제공,미제공,미제공
골드문,숙박,일반 숙박,경기도,수원시 팔달구,매산동,경기도 수원시 팔달구 향교로1번길 22-7,미제공,미제공,미제공
카페하이라이트,음식,비알코올 ,경기도,수원시 권선구,평동,경기도 수원시 권선구 서수원로75번길 70-18,미제공,미제공,미제공
북수원탑항공,시설관리·임대,여행사·보조,경기도,수원시 장안구,영화동,경기도 수원시 장안구 팔달로279번길 33,미제공,미제공,미제공
에스오에스,음식,비알코올 ,경기도,수원시 권선구,평동,경기도 수원시 권선구 삼천병마로1598번길 14-12,미제공,미제공,미제공
정운스크린골프,예술·스포츠,스포츠 서비스,경기도,수원시 권선구,곡선동,경기도 수원시 권선구 동수원로242번길 20,미제공,미제공,미제공
화성유통,소매,섬유·의복·신발 소매,경기도,수원시 권선구,세류2동,경기도 수원시 권선구 정조로 524,미제공,미제공,미제공
도리엔지니어링,과학·기술,기술 서비스,경기도,수원시 장안구,파장동,경기도 수원시 장안구 수일로91번길 2,미제공,미제공,미제공
금강상회,소매,종합 소매,경기도,수원시 권선구,서둔동,경기도 수원시 권선구 서호서로15번길 24-14,미제공,미제공,미제공
GS25수원병무청점,소매,종합 소매,경기도,수원시 팔달구,고등동,경기도 수원시 팔달구 고화로108번길 1,미제공,미제공,미제공
인계동호프,음식,주점,경기도,수원시 팔달구,인계동,경기도 수원시 팔달구 인계로138번길 39,미제공,미제공,미제공
우리맘산부인과,보건의료,의원,경기도,수원시 팔달구,화서1동,경기도 수원시 팔달구 동말로 83,미제공,미제공,미제공
피아노,예술·스포츠,유원지·오락,경기도,수원시 권선구,세류2동,경기도 수원시 권선구 세지로 23-1,미제공,미제공,미제공
한일무선주,소매,가전·통신 소매,경기도,수원시 영통구,원천동,경기도 수원시 영통구 매영로 225,미제공,미제공,미제공
와노래방,예술·스포츠,유원지·오락,경기도,수원시 영통구,매탄4동,경기도 수원시 영통구 매원로 26,미제공,미제공,미제공
월드전기,소매,기타 생활용품 소매,경기도,수원시 팔달구,행궁동,경기도 수원시 팔달구 수원천로 227,미제공,미제공,미제공
반품아울렛,소매,기타 생활용품 소매,경기도,수원시 장안구,송죽동,경기도 수원시 장안구 송원로14번길 42,미제공,미제공,미제공
먹개비촌,음식,한식,경기도,수원시 영통구,영통3동,경기도 수원시 영통구 청명북로 7,미제공,미제공,미제공
아카데미광고,과학·기술,인쇄·제품제작,경기도,수원시 권선구,세류3동,경기도 수원시 권선구 세권로 55,미제공,미제공,미제공
석촌,음식,한식,경기도,수원시 영통구,원천동,경기도 수원시 영통구 중부대로448번길 96,미제공,미제공,미제공
건축사사무소진건축,과학·기술,기술 서비스,경기도,수원시 권선구,세류3동,경기도 수원시 권선구 수원천로 64-1,미제공,미제공,미제공
법무사윤대영사무소,과학·기술,법무관련 ,경기도,수원시 영통구,광교2동,경기도 수원시 영통구 광교중앙로248번길 95-1,미제공,미제공,미제공
냉난방프라자,소매,가전·통신 소매,경기도,수원시 권선구,세류3동,경기도 수원시 권선구 효원로94번길 9,미제공,미제공,미제공
비단향,소매,섬유·의복·신발 소매,경기도,수원시 권선구,서둔동,경기도 수원시 권선구 세화로169번길 62,미제공,미제공,미제공
광교클래스공인중개사사무소,부동산,부동산 서비스,경기도,수원시 영통구,광교1동,경기도 수원시 영통구 도청로18번길 26,미제공,미제공,미제공
스토리수선,수리·개인,기타 가정용품 수리,경기도,수원시 영통구,광교2동,경기도 수원시 영통구 광교호수공원로 320,미제공,미제공,미제공
경안전자,소매,가전·통신 소매,경기도,수원시 권선구,세류2동,경기도 수원시 권선구 세권로62번길 7,미제공,미제공,미제공
한은하헤어,수리·개인,이용·미용,경기도,수원시 영통구,매탄1동,경기도 수원시 영통구 권광로260번길 36,미제공,미제공,미제공
할랄푸드,소매,종합 소매,경기도,수원시 영통구,매탄2동,경기도 수원시 영통구 동수원로514번길 37,미제공,미제공,미제공
동신정보통신,소매,가전·통신 소매,경기도,수원시 팔달구,행궁동,경기도 수원시 팔달구 중부대로 23,미제공,미제공,미제공
서연세무법인수원지점,과학·기술,회계·세무,경기도,수원시 팔달구,인계동,경기도 수원시 팔달구 경수대로 425,미제공,미제공,미제공
세무법인다솔수원지점,과학·기술,회계·세무,경기도,수원시 장안구,송죽동,경기도 수원시 장안구 송원로 39,미제공,미제공,미제공
세무법인택스인,과학·기술,회계·세무,경기도,수원시 팔달구,매산동,경기도 수원시 팔달구 향교로 52,미제공,미제공,미제공
세무법인동해,과학·기술,회계·세무,경기도,수원시 권선구,권선1동,경기도 수원시 권선구 효원로 200,미제공,미제공,미제공
유림공조시스템,시설관리·임대,청소·방제,경기도,수원시 팔달구,지동,경기도 수원시 팔달구 팔달문로57번길 61,미제공,미제공,미제공
빙하세상,소매,종합 소매,경기도,수원시 영통구,매탄1동,경기도 수원시 영통구 권광로260번길 36,미제공,미제공,미제공
경희청운한의원,보건의료,의원,경기도,수원시 영통구,망포1동,경기도 수원시 영통구 영통로154번길 60,미제공,미제공,미제공
국제상사,소매,기타 생활용품 소매,경기도,수원시 팔달구,행궁동,경기도 수원시 팔달구 화서문로72번길 8,미제공,미제공,미제공
그린의료기,소매,의약·화장품 소매,경기도,수원시 팔달구,행궁동,경기도 수원시 팔달구 정조로 798,미제공,미제공,미제공
엘비에이부동산가이드,부동산,부동산 서비스,경기도,수원시 권선구,평동,경기도 수원시 권선구 매송고색로 753,미제공,미제공,미제공
유명유통,소매,의약·화장품 소매,경기도,수원시 권선구,세류2동,경기도 수원시 권선구 정조로 519,미제공,미제공,미제공
제일세탁소,수리·개인,세탁,경기도,수원시 권선구,금곡동,경기도 수원시 권선구 금곡로31번길 7,미제공,미제공,미제공
영통청기와감자탕,음식,한식,경기도,수원시 영통구,영통1동,경기도 수원시 영통구 봉영로1759번길 11,미제공,미제공,미제공
우리낙지한마당구허삼낙지,음식,한식,경기도,수원시 팔달구,매산동,경기도 수원시 팔달구 갓매산로 21,미제공,미제공,미제공
홈플러스공차,음식,비알코올 ,경기도,수원시 영통구,영통3동,경기도 수원시 영통구 봉영로 1576,미제공,미제공,미제공
대길인터내셔널,소매,오락용품 소매,경기도,수원시 권선구,곡선동,경기도 수원시 권선구 경수대로54번길 91-11,미제공,미제공,미제공
덕생관리,시설관리·임대,시설관리,경기도,수원시 팔달구,인계동,경기도 수원시 팔달구 중부대로128번길 29,미제공,미제공,미제공
크린세탁광장,수리·개인,세탁,경기도,수원시 장안구,율천동,경기도 수원시 장안구 정자천로13번길 19-15,미제공,미제공,미제공
스택,교육,기타 교육,경기도,수원시 영통구,영통2동,경기도 수원시 영통구 덕영대로1556번길 16,미제공,미제공,미제공
예쁜머리,수리·개인,이용·미용,경기도,수원시 영통구,매탄2동,경기도 수원시 영통구 산남로67번길 1,미제공,미제공,미제공
스케쳐스북수원,소매,섬유·의복·신발 소매,경기도,수원시 장안구,조원2동,경기도 수원시 장안구 경수대로 950,미제공,미제공,미제공
크로바의류,소매,섬유·의복·신발 소매,경기도,수원시 팔달구,행궁동,경기도 수원시 팔달구 팔달문로4번길 19,미제공,미제공,미제공
자동차약국,소매,자동차 부품 소매,경기도,수원시 권선구,평동,경기도 수원시 권선구 평동로 92,미제공,미제공,미제공
미백천사,수리·개인,이용·미용,경기도,수원시 영통구,영통3동,경기도 수원시 영통구 반달로35번길 30,미제공,미제공,미제공
우리수산,소매,식료품 소매,경기도,수원시 권선구,권선1동,경기도 수원시 권선구 세권로 243,미제공,미제공,미제공
오진명헤어스토리,수리·개인,이용·미용,경기도,수원시 장안구,연무동,경기도 수원시 장안구 연무로 25-1,미제공,미제공,미제공
진미통닭,음식,기타 간이,경기도,수원시 권선구,세류3동,경기도 수원시 권선구 세권로61번길 21,미제공,미제공,미제공
GS25수원나루점,소매,종합 소매,경기도,수원시 권선구,곡선동,경기도 수원시 권선구 세권로304번길 29-1,미제공,미제공,미제공
가인미가,수리·개인,이용·미용,경기도,수원시 영통구,영통2동,경기도 수원시 영통구 덕영대로 1529,미제공,미제공,미제공
